street,candidate,link_count,full,first,last,alias,occ1,occ2,occ3,occ4,occ5,occ6,occ7,occ8,occ9,occ10,occ11,occ12,occ13,occ14,occ15,occ16,occ17,occ18,occ19,occ20,rel_born,rel_died,rel_buried,rel_edu,rel_work,district,proba
Richard-Wagner-Straße,Q1511,6010,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0.1666666666666666,0.0,0.1666666666666666,0.1666666666666666,0.0,Q885372,1.0
Mozartstraße,Q254,6979,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,Q885372,1.0
Grillparzerstraße,Q154438,858,0,0,0,1,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,Q512233,1.0
Hans-Sachs-Straße,Q19543,426,1,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0.2,0.2,0.2,0.0,0.0,Q1132,1.0
Totilaweg,Q159707,159,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,Q2107,1.0
Eichendorffstraße,Q77204,747,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0.0,0.0,0.0,0.2,0.2,Q5542,1.0
Hans-Sachs-Straße,Q19543,426,1,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0.2,0.2,0.2,0.0,0.0,Q512233,1.0
Grillparzerweg,Q154438,858,0,0,0,1,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,Q21042074,1.0
Theodor-Heuss-Straße,Q2594,1404,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2,0.2,0.2,0.2,0.6,Q3989,1.0
Eichendorffweg,Q77204,747,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0.0,0.0,0.0,0.2,0.2,Q3167,1.0
Vincent-van-Gogh-Straße,Q5582,1171,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,Q885372,1.0
Goethestraße,Q5879,8538,0,0,0,1,1,1,0,1,1,1,0,1,1,1,1,1,0,0,0,0,1,0,0,0,0.2,0.2,0.2,0.2,0.0,Q3822,1.0
Rembrandtstraße,Q5598,1174,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,Q885372,1.0
Heinrich-Lackmann-Straße,Q94902080,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.25,0.75,0.0,0.0,0.0,Q2765,1.0
Leibnizstraße,Q9047,1620,0,0,1,0,0,1,0,1,1,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0.25,0.25,0.25,0.25,0.25,Q2838,1.0
Gerhart-Hauptmann-Straße,Q43523,2067,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.2,0.0,Q449632,1.0
Theodor-Heuss-Platz,Q2594,1404,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1666666666666666,0.1666666666666666,0.1666666666666666,0.1666666666666666,0.3333333333333333,Q177893,1.0
Gabelsbergerstraße,Q62137,80,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0.2,0.2,0.2,0.2,0.2,Q857314,1.0
Haydnstraße,Q7349,2647,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,Q3902,1.0
Lise-Meitner-Ring,Q56189,311,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,Q1795778,1.0
Fichtestraße,Q102585,718,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2,0.2,0.2,0.2,0.2,Q2326748,1.0
Richard-Wagner-Straße,Q1511,6010,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0.2,0.0,0.2,0.2,0.0,Q242514,1.0
Robert-Bosch-Straße,Q71032,308,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0.1666666666666666,0.1666666666666666,0.1666666666666666,0.0,0.1666666666666666,Q1959086,1.0
Dietrich-Bonhoeffer-Weg,Q76326,749,1,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.2,0.0,Q10935,1.0
Fritz-Reuter-Straße,Q76492,554,1,0,0,0,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.2,0.2,0.2,0.0,0.2,Q492224,1.0
Wilhelm-Busch-Weg,Q72546067,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.8,0.0,0.0,0.0,0.0,Q161575,1.0
Wilhelm-Hauff-Weg,Q57966,547,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2,0.2,0.2,0.2,0.0,Q161575,1.0
Konrad-Zuse-Straße,Q60093,264,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0.1666666666666666,0.1666666666666666,0.0,0.1666666666666666,0.0,Q21042078,1.0
Goethestraße,Q5879,8538,0,0,0,1,1,1,0,1,1,1,0,1,1,1,1,1,0,0,0,0,1,0,0,0,0.2,0.2,0.2,0.2,0.0,Q161575,1.0
Mozartstraße,Q254,6979,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,Q1795778,1.0
Gerhart-Hauptmann-Straße,Q43523,2067,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.2,0.0,Q225055,1.0
Robert-Koch-Straße,Q37193,488,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0.1666666666666666,0.1666666666666666,0.0,0.1666666666666666,0.0,Q300703,1.0
Richard-Wagner-Straße,Q1511,6010,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0.25,0.0,0.25,0.25,0.0,Q2765,1.0
Mozartstraße,Q254,6979,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,Q2765,1.0
Goethestraße,Q5879,8538,0,0,0,1,1,1,0,1,1,1,0,1,1,1,1,1,0,0,0,0,1,0,0,0,0.2,0.2,0.2,0.2,0.0,Q2974,1.0
Haydnstraße,Q7349,2647,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,Q2765,1.0
Friedrich-Ebert-Straße,Q2646,829,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2,0.2,0.2,0.0,0.2,Q6136,1.0
Konrad-Adenauer-Allee,Q2492,2452,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0.5,0.5,0.5,0.75,Q2838,1.0
Käthe-Kollwitz-Weg,Q142472,769,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.2,0.2,0.0,0.2,Q10935,1.0
Kurt-Tucholsky-Straße,Q57386,903,1,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0.2,0.0,0.0,0.2,0.2,Q4192,1.0
Gerhart-Hauptmann-Straße,Q43523,2067,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.2,0.0,Q14936,1.0
Ludwig-Richter-Straße,Q551896,341,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1666666666666666,0.1666666666666666,0.1666666666666666,0.1666666666666666,0.0,Q885372,1.0
Eichendorffstraße,Q77204,747,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0.0,0.0,0.0,0.2,0.2,Q182208,1.0
Liboriusstraße,Q488749,206,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,Q819752,1.0
Gustav-Stresemann-Straße,Q103955,560,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1666666666666666,0.1666666666666666,0.1666666666666666,0.1666666666666666,0.1666666666666666,Q1980040,1.0
Theodor-Fontane-Ring,Q76632,1801,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0.1666666666666666,0.1666666666666666,0.1666666666666666,0.0,0.0,Q992019,1.0
Dieselstraße,Q12674,192,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0.0,0.0,0.0,0.1666666666666666,0.0,Q2035697,1.0
Heinrich-Hertz-Straße,Q41257,246,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0.25,0.5,0.25,0.25,0.5,Q3069,1.0
Virchowstraße,Q76432,699,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.0,0.25,0.25,0.25,0.25,Q2838,1.0
Theodor-Heuss-Straße,Q2594,1404,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2,0.2,0.2,0.2,0.6,Q14956,1.0
Louise-Dumont-Straße,Q88038,141,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.4,0.8,0.0,0.0,0.0,Q551600,1.0
Hans-Sachs-Straße,Q19543,426,1,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0.1666666666666666,0.1666666666666666,0.1666666666666666,0.0,0.0,Q992019,1.0
Georg-Büchner-Straße,Q154014,1329,1,0,0,0,0,1,0,1,1,0,0,0,0,1,0,0,1,0,0,0,0,1,1,0,0.1666666666666666,0.0,0.0,0.0,0.0,Q992019,1.0
Mozartstraße,Q254,6979,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,Q1681572,1.0
Zeppelinstraße,Q75780,372,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.2,0.2,0.2,0.2,0.0,Q242757,1.0
Mozartstraße,Q254,6979,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,Q4083,1.0
Martin-Luther-Straße,Q9554,6883,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0.2,0.2,0.2,0.2,0.2,Q4082,1.0
Friedrich-Bergius-Straße,Q76614,42,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.1666666666666666,0.0,Q2566258,1.0
Savoyenstraße,Q600156,38,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,Q10919,1.0
Werner-Heisenberg-Straße,Q40904,613,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.2,0.2,0.2,0.2,0.2,Q3985,1.0
Robert-Bosch-Straße,Q71032,308,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0.2,0.2,0.2,0.0,0.2,Q3917,1.0
Max-Planck-Straße,Q9021,543,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.2,0.2,0.2,0.2,0.2,Q200581,1.0
Friedrich-Ebert-Straße,Q2646,829,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2,0.2,0.2,0.0,0.2,Q2024532,1.0
Robert-Koch-Straße,Q37193,488,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0.2,0.2,0.0,0.2,0.0,Q1959104,1.0
Friedrich-Ebert-Platz,Q2646,829,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2,0.2,0.2,0.0,0.2,Q2024532,1.0
Eichendorffstraße,Q77204,747,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0.0,0.0,0.0,0.1666666666666666,0.1666666666666666,Q992019,1.0
Anne-Frank-Straße,Q4583,744,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2,0.2,0.2,0.0,0.0,Q3900,1.0
Hermann-Löns-Straße,Q77486,348,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.3333333333333333,0.0,Q799749,1.0
Anne-Frank-Straße,Q4583,744,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2,0.2,0.2,0.0,0.0,Q16024,1.0
Theodor-Storm-Straße,Q26993,838,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.25,0.25,0.0,0.25,0.0,Q2899,1.0
Robert-Koch-Straße,Q37193,488,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0.2,0.2,0.0,0.2,0.0,Q3846,1.0
Rembrandtstraße,Q5598,1174,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,Q2035697,1.0
Robert-Koch-Straße,Q37193,488,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0.2,0.2,0.0,0.2,0.0,Q3922,1.0
Felix-Dahn-Straße,Q61456,157,1,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.2,0.0,0.0,0.2,0.2,Q512233,1.0
Albert-Einstein-Straße,Q937,2225,1,0,0,0,0,1,1,0,1,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0.2,0.0,0.0,0.2,0.2,Q3890,1.0
Ingeborg-Bachmann-Weg,Q78506,579,1,0,0,0,0,1,0,1,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,Q3959,1.0
Helmholtzstraße,Q60024,578,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.1666666666666666,0.1666666666666666,0.1666666666666666,0.1666666666666666,0.6666666666666666,Q153774,1.0
Werner-Heisenberg-Straße,Q40904,613,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.2,0.2,0.2,0.2,0.2,Q512233,1.0
Goethestraße,Q5879,8538,0,0,1,0,1,1,0,1,1,1,0,1,1,1,1,1,0,0,0,0,1,0,0,0,0.2,0.2,0.2,0.2,0.0,Q7036,1.0
Carl-Zuckmayer-Weg,Q76820,870,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.2,0.0,0.0,0.2,0.0,Q3959,1.0
Heinrich-Heine-Straße,Q44403,2250,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0.4,0.0,0.0,0.4,0.2,Q11337,1.0
Konrad-Adenauer-Straße,Q2492,2452,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0.5,0.5,0.5,0.5,Q2058314,1.0
Haydnweg,Q7349,2647,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,Q5569,1.0
Thomas-Becket-Weg,Q192236,439,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,Q6015,1.0
Eichendorffstraße,Q77204,747,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0.0,0.0,0.0,0.2,0.2,Q6015,1.0
Haydnstraße,Q7349,2647,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,Q4086,1.0
Mozartstraße,Q254,6979,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,Q4086,1.0
Ingeborg-Bachmann-Straße,Q78506,579,1,0,0,0,0,1,0,1,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,Q4060,1.0
Heinrich-Röhr-Straße,Q1598674,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,1.0,0.0,0.0,0.0,Q3922,1.0
Albert-Schweitzer-Straße,Q49325,750,1,0,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0.0,0.0,0.0,0.1666666666666666,0.0,Q2166846,1.0
Gerhart-Hauptmann-Straße,Q43523,2067,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.2,0.0,Q4195,1.0
Ludwig-Uhland-Straße,Q61058,485,1,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2,0.2,0.2,0.2,0.2,Q7036,1.0
Otto-Hahn-Straße,Q57065,511,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1666666666666666,0.1666666666666666,0.1666666666666666,0.1666666666666666,0.0,Q2054052,1.0
Thomas-Mann-Straße,Q37030,3712,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.2,0.0,0.0,0.2,0.2,Q182208,1.0
Goethestraße,Q5879,8538,0,0,1,0,1,1,0,1,1,1,0,1,1,1,1,1,0,0,0,0,1,0,0,0,0.2,0.2,0.2,0.2,0.0,Q5569,1.0
Friedrich-Ebert-Straße,Q2646,829,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2,0.2,0.2,0.0,0.2,Q7036,1.0
Richard-Moes-Straße,Q15445701,9,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,1.0,0.0,0.0,0.0,Q3922,1.0
Albert-Einstein-Straße,Q937,2225,1,0,0,0,0,1,1,0,1,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0.1666666666666666,0.0,0.0,0.1666666666666666,0.1666666666666666,Q992019,1.0
Thomas-Mann-Straße,Q37030,3712,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.1666666666666666,0.0,0.0,0.1666666666666666,0.1666666666666666,Q992019,1.0
Hölderlinstraße,Q75889,1068,0,0,1,0,0,1,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0.25,0.25,0.25,0.25,0.0,Q2765,1.0
Theodor-Storm-Straße,Q26993,838,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.2,0.2,0.0,0.2,0.0,Q2707,1.0
Kurt-Tucholsky-Straße,Q57386,903,1,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0.1666666666666666,0.0,0.0,0.1666666666666666,0.1666666666666666,Q27479084,1.0
Gerhart-Hauptmann-Straße,Q43523,2067,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.1666666666666666,0.0,Q992019,1.0
Friedrich-Ebert-Straße,Q2646,829,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2,0.2,0.2,0.0,0.2,Q3973,1.0
Alfred-Nobel-Straße,Q23810,300,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,Q808870,1.0
Uhlandstraße,Q61058,485,0,0,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.25,0.25,0.25,0.25,0.25,Q2107,1.0
Theodor-Storm-Straße,Q26993,838,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.2,0.2,0.0,0.2,0.0,Q183449,1.0
Mozartstraße,Q254,6979,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,Q3989,1.0
Eichendorffstraße,Q77204,747,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0.0,0.0,0.0,0.25,0.25,Q2107,1.0
Paul-Wulf-Weg,Q1125592,15,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.4,0.8,0.0,0.0,0.0,Q1959104,1.0
Zeppelinstraße,Q75780,372,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.2,0.2,0.2,0.2,0.0,Q4086,1.0
Eichendorffstraße,Q77204,747,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0.0,0.0,0.0,0.2,0.2,Q3917,1.0
Albert-Schweitzer-Straße,Q49325,750,1,0,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0.0,0.0,0.0,0.1666666666666666,0.0,Q151287,1.0
Eichendorffstraße,Q77204,747,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0.0,0.0,0.0,0.2,0.2,Q5567,1.0
Maximilian-Kolbe-Straße,Q153850,166,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,Q3917,1.0
Theodor-Storm-Straße,Q26993,838,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.2,0.2,0.0,0.2,0.0,Q14936,1.0
Max-Planck-Straße,Q9021,543,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.2,0.2,0.2,0.2,0.2,Q1797990,1.0
Goethestraße,Q5879,8538,0,0,0,1,1,1,0,1,1,1,0,1,1,1,1,1,0,0,0,0,1,0,0,0,0.2,0.2,0.2,0.2,0.0,Q225729,1.0
Theodor-Fontane-Straße,Q76632,1801,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0.2,0.2,0.2,0.0,0.0,Q14936,1.0
Robert-Kronfeld-Straße,Q86279,36,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,Q3922,1.0
Theodor-Heuss-Straße,Q2594,1404,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1666666666666666,0.1666666666666666,0.1666666666666666,0.1666666666666666,0.5,Q885372,1.0
Richard-Wagner-Straße,Q1511,6010,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0.2,0.0,0.2,0.2,0.0,Q257089,1.0
Thomas-Mann-Straße,Q37030,3712,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.2,0.0,0.0,0.2,0.2,Q14936,1.0
Käthe-Kollwitz-Straße,Q142472,769,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.2,0.2,0.0,0.2,Q225729,1.0
Eichendorffplatz,Q77204,747,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0.0,0.0,0.0,0.1666666666666666,0.1666666666666666,Q1728485,1.0
Käthe-Kollwitz-Straße,Q142472,769,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.1666666666666666,0.1666666666666666,0.0,0.1666666666666666,Q850829,1.0
Fritz-Reuter-Straße,Q76492,554,1,0,0,0,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.2,0.2,0.2,0.0,0.2,Q225729,1.0
Friedrich-Ebert-Straße,Q2646,829,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2,0.2,0.2,0.0,0.2,Q225729,1.0
Bertha-von-Suttner-Straße,Q18456,293,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0.0,0.0,0.2,0.0,0.0,Q1250639,1.0
Martin-Luther-Straße,Q9554,6883,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0.2,0.2,0.2,0.2,0.2,Q204966,1.0
Lise-Meitner-Straße,Q56189,311,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,Q6924,1.0
Käthe-Kollwitz-Straße,Q142472,769,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.1666666666666666,0.1666666666666666,0.0,0.1666666666666666,Q992019,1.0
Nikolaus-Groß-Weg,Q68294,68,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.4,0.2,0.0,0.0,0.0,Q225729,1.0
Julius-Leber-Weg,Q215630,156,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.2,0.2,0.2,0.2,Q225729,1.0
Maximilian-Kolbe-Weg,Q153850,166,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,Q225729,1.0
Eichendorffstraße,Q77204,747,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0.0,0.0,0.0,0.25,0.25,Q2838,1.0
Mozartstraße,Q254,6979,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,Q833170,1.0
Rudolf-Diesel-Straße,Q12674,192,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0.0,0.0,0.0,0.2,0.0,Q204966,1.0
Eichendorffweg,Q77204,747,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0.0,0.0,0.0,0.1666666666666666,0.1666666666666666,Q2274928,1.0
