osm_id	name	street_type	wikipedia	wikidata	etymology_wikidata	etymology_wikipedia	etymology_description	local_name	geometry	name_de	name_en	name_fr	name_es	name_ru
630377442	Adolf-Hoff-Weg	track							LINESTRING(8.6086275 53.5439185,8.6086907 53.5435584)					
630594486	Marschbrookweg	path							LINESTRING(8.6085156 53.5169929,8.6084822 53.516925,8.6084702 53.5168312,8.6084882 53.5167552,8.6088581 53.5163305,8.6089468 53.5162332)					
630773590	Rickmersstraße	secondary	de:Rickmersstraße						LINESTRING(8.576977 53.5606227,8.5775544 53.5606464,8.5784015 53.5606812,8.5785365 53.5606868,8.57958 53.5607064,8.5798968 53.5607123,8.580014 53.5607142,8.5805174 53.5607246,8.5805904 53.5607259,8.5806633 53.5607271,8.5822693 53.5607873)					
631144955	Wiesenstraße	path							LINESTRING(8.6054874 53.5481446,8.6055349 53.5481264)					
631674740	Am Grollhamm	tertiary							LINESTRING(8.6219091 53.5258218,8.6219609 53.525936)					
631674741	Poristraße	secondary							LINESTRING(8.6214338 53.5260685,8.621668 53.5260417)					
631674742	Poristraße	secondary							LINESTRING(8.6216608 53.5260956,8.6214338 53.5260685)					
633273913	Street E1	service							LINESTRING(8.5515125 53.5836902,8.5559911 53.5829871)					
633977867	Mühlenweg	residential							LINESTRING(8.937972 53.0869464,8.9379672 53.0869654,8.9379523 53.0869824,8.9379271 53.0869959,8.9378996 53.0870032,8.9378677 53.0870047,8.9378367 53.0869999,8.9378102 53.0869892,8.9377909 53.0869739,8.9377811 53.0869556,8.9377818 53.0869364,8.937793 53.0869184,8.9378134 53.0869036,8.9378408 53.0868937)					
634025784	Frederikshavner Straße	primary							LINESTRING(8.621727 53.4961738,8.6219561 53.496251,8.6220179 53.4962718,8.6225101 53.4963854,8.6230117 53.4964603)					
634025791	Frederikshavner Straße	primary							LINESTRING(8.6047883 53.4874788,8.6063878 53.4876186)					
634203968	Street E2	service							LINESTRING(8.5559911 53.5829871,8.5597457 53.5823986)					
636840993	Kleinbahnweg	path							LINESTRING(8.6161423 53.5009224,8.6162843 53.5010408,8.6173721 53.501948,8.6176512 53.50228,8.6177085 53.502392,8.6178675 53.5027327,8.6179744 53.5030733,8.617986 53.5035312,8.6178852 53.5039839,8.6176822 53.5043327,8.6173479 53.504754)					
636927941	Pferdebade	unclassified							LINESTRING(8.5972812 53.5717283,8.597129 53.5719065,8.5970914 53.5720179,8.5970914 53.5720365,8.597084 53.5721842)					
637480046	Am Seedeich	tertiary							LINESTRING(8.5708609 53.519201,8.5695337 53.5176232,8.5687126 53.516674)					
637480048	Am Luneort	tertiary							LINESTRING(8.5660022 53.5067906,8.5661988 53.5065364,8.5667023 53.5059456,8.5670345 53.5056228,8.5673283 53.5054139,8.5684685 53.5044889,8.5685184 53.5044586,8.5694587 53.5038884,8.5698553 53.5036443,8.5707005 53.5031242,8.5713478 53.5027259,8.571645 53.502543,8.5719534 53.5023602,8.5728023 53.5018569,8.5755248 53.5002428,8.5762756 53.4997978,8.5764431 53.4996872,8.5765507 53.49959,8.5766656 53.499463,8.5767413 53.4993395,8.5768747 53.4993372,8.5770262 53.4993175,8.5772263 53.4992534,8.5784845 53.498513,8.5790292 53.4981516,8.5796452 53.4977802,8.5826893 53.4959447,8.5840329 53.4951551,8.5847025 53.4947584,8.5850415 53.494564,8.5854706 53.4943594,8.5859467 53.4941854,8.5860735 53.4941391)					
638158363	Cherbourger Straße	primary							LINESTRING(8.6128586 53.583344,8.6146224 53.5825781,8.6152437 53.5822893,8.6154686 53.582202,8.6159045 53.5820357,8.6164178 53.5818586,8.6167661 53.5817594,8.6171896 53.5816567,8.6177933 53.5815285,8.6184267 53.5814108,8.6188156 53.5813401)					
638158371	Cherbourger Straße	primary							LINESTRING(8.6129359 53.58341,8.6114017 53.5841029,8.6101805 53.584646,8.6086731 53.5853334)					
638329709	Am Seedeich	tertiary							LINESTRING(8.5642082 53.5101343,8.5642988 53.5099462)					
638329710	Am Seedeich	tertiary							LINESTRING(8.5687126 53.516674,8.567998 53.5160113,8.5678292 53.5158512,8.5673707 53.5153791,8.5648953 53.5134372,8.564698 53.5132824,8.5642372 53.5127985,8.5640506 53.5124057,8.5640316 53.5123633,8.5640158 53.5123283,8.56393 53.5120803,8.5638623 53.5117633,8.5638455 53.5114852,8.5638627 53.5109924,8.5639668 53.510685,8.5640804 53.5103831,8.5642082 53.5101343)					
638580223	Am Radeberg	residential							LINESTRING(8.6861698 53.1708994,8.6861573 53.1708992)					
640421109	Ritterhuder Heerstraße	trunk							LINESTRING(8.7366744 53.142473,8.7365866 53.1422921)					
640630381	Langemarckstraße	secondary	de:Langemarckstraße (Bremen)						LINESTRING(8.7972133 53.0764029,8.7972964 53.0764586)					
640630382	Langemarckstraße	secondary	de:Langemarckstraße (Bremen)						LINESTRING(8.7970786 53.0764722,8.7970176 53.0764293)					
640630384	Bürgermeister-Smidt-Straße	secondary	de:Bürgermeister-Smidt-Straße						LINESTRING(8.7997618 53.0780468,8.7998455 53.0780818,8.8001239 53.0782206)					
640630385	Bürgermeister-Smidt-Straße	secondary	de:Bürgermeister-Smidt-Straße						LINESTRING(8.799495 53.0780871,8.7994414 53.078044,8.7993879 53.0780015)					
640630386	Langemarckstraße	secondary	de:Langemarckstraße (Bremen)						LINESTRING(8.797165 53.076533,8.7970786 53.0764722)					
640637272	Kurfürstenallee	primary	de:Kurfürstenallee (Bremen)						LINESTRING(8.8429965 53.0809878,8.8430848 53.0809847)					
640960837	Am Wall	secondary	de:Am Wall (Bremen)						LINESTRING(8.8091178 53.0788874,8.8091846 53.0788606,8.8092072 53.0788515,8.8092309 53.078842,8.8092978 53.0788151)					
643143158	Leher Heerstraße	secondary	de:Leher Heerstraße						LINESTRING(8.8957699 53.0984086,8.8961195 53.0984553)					
643143161	Leher Heerstraße	secondary	de:Leher Heerstraße						LINESTRING(8.8925405 53.0984426,8.8927302 53.0984354)					
643143164	Leher Heerstraße	secondary	de:Leher Heerstraße						LINESTRING(8.8936841 53.0984061,8.8939833 53.0984047,8.8944374 53.0984026,8.8945031 53.0984023,8.8946916 53.0984015,8.8948725 53.0984006,8.8950586 53.0983998,8.8954071 53.0984041,8.8957268 53.0984081,8.8957699 53.0984086)					
644578739	Zum Weserhafen Hemelingen	trunk_link							LINESTRING(8.8840108 53.0516141,8.8840127 53.0515332,8.8840176 53.0510893,8.8840002 53.0510294)					
644578742	Zum Weserhafen Hemelingen	trunk_link							LINESTRING(8.8839999 53.0521027,8.8840095 53.0520261,8.8840108 53.0516141)					
650349501	Kahlenstraße	living_street							LINESTRING(8.8045045 53.0770205,8.8046068 53.0771124)					
650349502	Langenstraße	living_street	de:Langenstraße (Bremen)						LINESTRING(8.8042063 53.076746,8.8048247 53.0765365,8.8049944 53.0764712)					
650362481	Tiefer	secondary_link	de:Tiefer						LINESTRING(8.8062582 53.0732909,8.8063975 53.0732523,8.8065689 53.073187,8.8066923 53.0731279,8.8069027 53.0730208)					
650362484	Tiefer	secondary_link	de:Tiefer						LINESTRING(8.8060367 53.0733072,8.806134 53.0733045,8.8061773 53.0733018,8.8062582 53.0732909)					
652070204	Bürgermeister-Smidt-Straße	service							LINESTRING(8.8087659 53.0831244,8.8086775 53.0830948,8.8084544 53.0830202)					
652085175	Ludwig-Franzius-Platz	footway							LINESTRING(8.7804412 53.0869409,8.7803628 53.0868902,8.7803554 53.0868749,8.7803674 53.0868588,8.780534 53.0867363)					
652089943	Am Kaffee-Quartier	residential							LINESTRING(8.7817745 53.0861102,8.7816921 53.0861516)					
652169513	Manfred-Fuchs-Platz	unclassified							LINESTRING(8.8555735 53.1009434,8.8556632 53.1009053,8.8557916 53.10089)					
653967318	Hackfahrel	residential							LINESTRING(8.5978502 53.5014802,8.5976842 53.5013994,8.5971531 53.5011186)					
654314315	Nolteniusweg	cycleway							LINESTRING(8.9101769 53.1276524,8.9100706 53.1276984)					
654314316	Nolteniusweg	path							LINESTRING(8.9100706 53.1276984,8.9093665 53.1280088)					
655419091	Kremser Straße	residential							LINESTRING(8.8636336 53.1027546,8.8636931 53.1027332)					
655436794	Achterstraße	residential							LINESTRING(8.842368 53.1060566,8.8424156 53.1060143,8.8425738 53.1059475)					
656099485	Parkallee	primary	de:Parkallee (Bremen)						LINESTRING(8.8250594 53.0845845,8.8249839 53.0845568)					
656099486	Parkallee	primary	de:Parkallee (Bremen)						LINESTRING(8.8251156 53.0844753,8.8251646 53.084522)					
656099487	Wachmannstraße	service							LINESTRING(8.8251946 53.0844925,8.8251156 53.0844753)					
656099488	Wachmannstraße	unclassified							LINESTRING(8.825144 53.084317,8.8252381 53.0843398)					
656099489	Hollerallee	secondary							LINESTRING(8.8251512 53.0842178,8.8251003 53.0842572)					
656099490	Hollerallee	secondary							LINESTRING(8.8249578 53.0841827,8.8250262 53.0841536)					
656099491	Parkallee	residential	de:Parkallee (Bremen)						LINESTRING(8.8247301 53.0841267,8.8247938 53.0841621)					
656099492	Hollerallee	secondary							LINESTRING(8.8244139 53.0844491,8.8244678 53.0844308)					
656099493	Hollerallee	secondary							LINESTRING(8.8245531 53.0845217,8.8244899 53.0845352)					
656100602	Parkallee	residential	de:Parkallee (Bremen)						LINESTRING(8.8243992 53.083925,8.8245616 53.0840372,8.8246541 53.0840873,8.8247301 53.0841267)					
656101951	Hermann-Böse-Straße	secondary							LINESTRING(8.8171902 53.0835291,8.8169628 53.0834334,8.8165175 53.0832374)					
656327104	Rembertiring	secondary							LINESTRING(8.8134994 53.0806721,8.8134443 53.0807019)					
656327119	An der Weide	secondary	de:An der Weide (Bremen)						LINESTRING(8.8154696 53.0811891,8.8150076 53.0812654,8.8147647 53.0813251)					
656869635	Franklinstraße	residential							LINESTRING(8.9014042 53.1143761,8.9016573 53.114407)					
658245314	Beste-Jung-Weg	service							LINESTRING(8.8765657 53.1043358,8.8768616 53.1045725)					
659517369	Leher Heerstraße	service							LINESTRING(8.8938802 53.0997737,8.8938874 53.0997422,8.8939315 53.0996902,8.8936648 53.0993849,8.8936225 53.0992713,8.8936157 53.0992531,8.8931878 53.0988198,8.8928057 53.098433)					
659750298	Fußweg beim Holdheim	path							LINESTRING(8.9003316 53.1021169,8.8997792 53.1020825,8.899707 53.1020767,8.8996378 53.1020686,8.8995776 53.1020517,8.8995339 53.1020271,8.8995071 53.1019946,8.8995035 53.101967,8.8995165 53.1018614)					
659763637	Am Rüten	unclassified							LINESTRING(8.8983418 53.102902,8.8982763 53.1027627)					
659763638	Am Rüten	unclassified							LINESTRING(8.8969044 53.0996694,8.8968103 53.0994544,8.8967125 53.0992309,8.8967005 53.0992108,8.8964901 53.0988567,8.8964103 53.09872,8.8963315 53.098585,8.8963486 53.09851)					
659853531	Kurfürstenallee	secondary	de:Kurfürstenallee (Bremen)						LINESTRING(8.8540759 53.0823958,8.8541337 53.0823851,8.8544017 53.0823353)					
659853532	Kurfürstenallee	secondary	de:Kurfürstenallee (Bremen)						LINESTRING(8.8539649 53.082459,8.8539801 53.0824723,8.8540348 53.0825236)					
659874300	Malerstraße	primary	de:Malerstraße (Bremen)						LINESTRING(8.8719817 53.0671777,8.8719683 53.0671627,8.8718997 53.0670886)					
659874849	Zum Sebaldsbrücker Bahnhof	tertiary							LINESTRING(8.8823455 53.0637355,8.8822909 53.0637808)					
659904293	Am Holdheim	residential							LINESTRING(8.9009367 53.0997904,8.9008751 53.0998817,8.9007474 53.1000652,8.9006362 53.100225)					
659952998	Ohmstraße	service							LINESTRING(8.8910758 53.1083714,8.8910759 53.1083592)					
659953000	Ohmstraße	service							LINESTRING(8.8910759 53.1083592,8.8910354 53.108359,8.8903672 53.1083551)					
659953022	Ohmstraße	service							LINESTRING(8.8910693 53.108696,8.8910707 53.108627)					
659953030	Ohmstraße	service							LINESTRING(8.8910707 53.108627,8.8910758 53.1083714)					
660108107	Robert-Bunsen-Straße	residential							LINESTRING(8.8905403 53.1002965,8.8906233 53.1002938,8.890711 53.100291,8.8907996 53.1002881,8.8908559 53.1002863,8.8908802 53.1002855,8.8910696 53.1002793,8.8911408 53.100277,8.8913641 53.100268,8.8917008 53.1002544,8.8918895 53.1002468,8.8919578 53.1002439,8.8920192 53.1002397,8.8920641 53.1002368,8.8921067 53.1002341,8.8921459 53.1002304,8.892191 53.1002261,8.8922345 53.1002215,8.8923174 53.1002126,8.8923989 53.1002032,8.8924815 53.1001932,8.8925571 53.1001841,8.8926397 53.1001741)					
660108108	Robert-Bunsen-Straße	residential							LINESTRING(8.8926397 53.1001741,8.8927091 53.1001657,8.8927194 53.1001646,8.8928924 53.1001463)					
660108109	Nernststraße	residential							LINESTRING(8.894498 53.1019247,8.8946458 53.1020701)					
660108110	Voltastraße	residential							LINESTRING(8.8948716 53.1020258,8.8946458 53.1020701,8.8942833 53.1021472)					
660108111	Voltastraße	residential							LINESTRING(8.8956507 53.1018514,8.8955747 53.1018711,8.895501 53.1018902,8.8954327 53.1019079,8.8953582 53.1019272,8.8952958 53.1019425,8.8952801 53.1019456,8.8952112 53.1019591,8.8951864 53.101964,8.8951262 53.1019758,8.8950539 53.10199,8.8948716 53.1020258)					
660108112	Voltastraße	residential							LINESTRING(8.8926737 53.1023482,8.8925797 53.1023556,8.8924295 53.1023632,8.8924031 53.1023645,8.8922287 53.1023487,8.8920586 53.1023186,8.8919577 53.1023007,8.8918992 53.1022668,8.8917954 53.1022067,8.8917491 53.1021799,8.8917257 53.1021663,8.891714 53.1021558,8.8916462 53.1020946)					
660108113	Voltastraße	residential							LINESTRING(8.8942833 53.1021472,8.8940759 53.1021788,8.8939014 53.1022036,8.8937102 53.1022295,8.8934944 53.1022587,8.8933405 53.1022761,8.893332 53.1022771,8.8931471 53.102298,8.8930787 53.1023061,8.8929579 53.1023205,8.8928282 53.1023343,8.8927524 53.1023416,8.8926737 53.1023482)					
660108114	Voltastraße	residential							LINESTRING(8.8916462 53.1020946,8.8915908 53.1020421,8.8915781 53.1020296,8.8915409 53.1019927,8.8914986 53.1019508,8.8914675 53.10192)					
660108115	Voltastraße	residential							LINESTRING(8.8914675 53.10192,8.8914276 53.101879,8.8914096 53.1018605,8.8913224 53.1017709,8.89127 53.101717,8.8912028 53.101648,8.8911788 53.1016233,8.891154 53.1015979)					
660108116	Voltastraße	residential							LINESTRING(8.891154 53.1015979,8.8910753 53.1015174,8.8909287 53.1013675,8.8908806 53.1013189,8.8908551 53.1012931)					
660108117	Voltastraße	residential							LINESTRING(8.8908551 53.1012931,8.8907927 53.10123,8.8907455 53.1011823,8.8907421 53.1011781,8.8907037 53.1011312,8.8906655 53.1010844)					
660108118	Voltastraße	residential							LINESTRING(8.8906655 53.1010844,8.8906212 53.1010303,8.8906163 53.1010243,8.8905846 53.1009856,8.8905504 53.1009437,8.8905489 53.1009409)					
660108119	Voltastraße	residential							LINESTRING(8.8905489 53.1009409,8.8904779 53.100811,8.8904702 53.1007968,8.8904383 53.1007259,8.8904237 53.1006936,8.8903426 53.1004099,8.8902699 53.1003053)					
660332322	Borgfelder Heerstraße	unclassified							LINESTRING(8.8992681 53.1297347,8.8990855 53.1297354,8.8990211 53.1297362,8.8989971 53.1297365)					
660556708	Wachmannstraße	service							LINESTRING(8.8252692 53.0845095,8.8251946 53.0844925)					
660556709	Wachmannstraße	unclassified							LINESTRING(8.8252381 53.0843398,8.8253247 53.0843619)					
660556710	Hollerallee	secondary							LINESTRING(8.8251971 53.0841814,8.8251512 53.0842178)					
660556711	Hollerallee	secondary							LINESTRING(8.8250959 53.0841281,8.8254594 53.0840088)					
660556712	Hermann-Böse-Straße	secondary							LINESTRING(8.8243369 53.0842835,8.8244221 53.0842868)					
660556713	Hermann-Böse-Straße	secondary							LINESTRING(8.8242789 53.0844087,8.8242059 53.0843956)					
660605040	Balgebrückstraße	pedestrian							LINESTRING(8.8082206 53.0743766,8.8082539 53.0743974)					
661620928	Domshof	pedestrian							LINESTRING(8.8104633 53.0766199,8.8105056 53.0766415,8.8105783 53.0766794)					
661620930	Breitenweg	secondary							LINESTRING(8.8123478 53.0810214,8.8125146 53.0809263)					
661620931	Herdentorsteinweg	path							LINESTRING(8.8111244 53.0801261,8.8113998 53.0801502,8.8115519 53.0801964,8.8116963 53.0802345,8.8118349 53.080271)					
662880875	Altenwall	secondary							LINESTRING(8.8110221 53.0722912,8.8108997 53.0722104)					
662880880	Altenwall	cycleway							LINESTRING(8.8109054 53.071958,8.8109691 53.0720137,8.811105 53.0721503,8.8111663 53.0721906)					
662900468	Altenwall	path							LINESTRING(8.8111512 53.0719914,8.8111367 53.072042,8.8111377 53.0721056,8.8111512 53.0721549,8.8111663 53.0721906)					
663640985	Bürgermeister-Smidt-Straße	secondary	de:Bürgermeister-Smidt-Straße						LINESTRING(8.7996336 53.0779834,8.7997618 53.0780468)					
663658451	Universitätsallee	primary	de:Universitätsallee (Bremen)						LINESTRING(8.8425738 53.1059475,8.8428422 53.1060175)					
663658452	Friedrich-Rauers-Straße	tertiary							LINESTRING(8.8064533 53.084557,8.8064409 53.0844871,8.8063866 53.0844368)					
663658454	Weserpromenade	pedestrian							LINESTRING(8.8107055 53.0713242,8.8105078 53.0714112)					
664875423	Werner-von-Siemens-Straße	residential							LINESTRING(8.8857565 53.1047789,8.8858356 53.1047492,8.8858824 53.1047316,8.8859691 53.104699,8.8860178 53.1046808,8.8860587 53.1046654,8.8861506 53.1046309,8.8861823 53.104619,8.8862297 53.1046012,8.8862786 53.1045828,8.8863514 53.1045555,8.8864021 53.1045364,8.8864537 53.104517,8.8865576 53.104478,8.8869061 53.1044408,8.8873602 53.1043923)					
666443414	Nürnberger Straße	residential							LINESTRING(8.7996905 53.0986352,8.7997454 53.0986932)					
666542948	Richard-Dehmel-Straße	residential							LINESTRING(8.8605547 53.086002,8.8609132 53.0858222,8.8611964 53.0856504,8.8613648 53.0855453,8.8614477 53.0854799,8.8616076 53.0853285,8.8619808 53.084886,8.8621863 53.0844904,8.8622838 53.0842605,8.862358 53.0840539,8.8624173 53.0837552)					
666542951	Richard-Dehmel-Straße	residential							LINESTRING(8.8604704 53.0860453,8.860516 53.0860218,8.8605547 53.086002)					
667552804	Querstraße B	service							LINESTRING(8.9047894 53.0653074,8.9055929 53.0653066,8.9059235 53.0653063,8.9062735 53.065306,8.9064389 53.0653058,8.909778 53.0653027,8.9112331 53.0653013,8.9115438 53.065301,8.9118793 53.0653007,8.9128906 53.0652997)					
668380913	Eichenweg	residential							LINESTRING(8.6040287 53.584053,8.605029 53.5840954,8.605523 53.5841268,8.6064808 53.5841668,8.606627 53.5841729,8.6079688 53.5841763)					
668380914	Lotjeweg	tertiary							LINESTRING(8.6039561 53.5843271,8.6040287 53.584053,8.6040418 53.5840034,8.604118 53.5836896,8.6042069 53.58342,8.6043963 53.5828457,8.6046297 53.5821319,8.6047922 53.5816347,8.6047787 53.5812585,8.6046963 53.5811079,8.6046542 53.5810512,8.60459 53.5809555,8.6045367 53.5808799,8.6042255 53.5804631,8.6040683 53.5802525,8.6038535 53.5799648,8.6037592 53.5798385,8.6035523 53.5793761,8.6037313 53.5786936,8.60395 53.5783551,8.6042325 53.5779169,8.604333 53.5777333,8.6043899 53.5776333,8.6044773 53.5774619,8.6045855 53.5768044,8.604576 53.5761554,8.6045424 53.5756794,8.6044458 53.5752848,8.6043904 53.5750805,8.6039295 53.5742138)					
668380923	Dudweilerstraße	residential							LINESTRING(8.5991127 53.5838995,8.598568 53.5847306)					
669515074	Johann-Jacobs-Straße	residential							LINESTRING(8.785168 53.0856266,8.7851813 53.0857146,8.7851036 53.0857992,8.7850874 53.0858072,8.7849078 53.0858961,8.7847238 53.0859872,8.7846937 53.0860021,8.7844976 53.0860992,8.7844783 53.0861088,8.7844516 53.086122,8.7842443 53.0862247,8.7842111 53.0862412,8.7839991 53.0863462,8.7839684 53.0863613,8.7837703 53.0864595,8.7837329 53.086478,8.7836691 53.0865096,8.7836463 53.0865209,8.7836219 53.086533,8.783568 53.0865597)					
669515076	Johann-Jacobs-Straße	residential							LINESTRING(8.783568 53.0865597,8.7833808 53.0866546,8.7832639 53.0867139,8.783105 53.086789,8.7829108 53.0868852,8.7828635 53.0869086,8.7827783 53.0869508)					
671346425	Pastor-Diehl-Straße	path							LINESTRING(8.6816452 53.1752484,8.6817778 53.1752426)					
673958212	Rembertiring	primary							LINESTRING(8.8163918 53.0790834,8.8160344 53.0792671)					
673958213	Rembertiring	primary							LINESTRING(8.8187647 53.0777852,8.8186708 53.0778502)					
673964273	Breitenweg	secondary							LINESTRING(8.8082351 53.0831326,8.8082724 53.0831133,8.8084544 53.0830202)					
673993366	Bürgermeister-Smidt-Straße	secondary	de:Bürgermeister-Smidt-Straße						LINESTRING(8.8075213 53.0823108,8.8078479 53.0825056,8.8081046 53.0826572)					
673993367	Bürgermeister-Smidt-Straße	secondary	de:Bürgermeister-Smidt-Straße						LINESTRING(8.8073033 53.0821808,8.8075213 53.0823108)					
673993368	Bürgermeister-Smidt-Straße	secondary	de:Bürgermeister-Smidt-Straße						LINESTRING(8.8073931 53.0823948,8.8072902 53.0823329)					
673993369	Bürgermeister-Smidt-Straße	secondary	de:Bürgermeister-Smidt-Straße						LINESTRING(8.8076027 53.0825169,8.8075882 53.082509,8.8075126 53.0824664,8.8073931 53.0823948)					
673993383	Langemarckstraße	secondary	de:Langemarckstraße (Bremen)						LINESTRING(8.7970176 53.0764293,8.7962662 53.0759277,8.795221 53.0752364)					
674294214	Wilhelm-Rohlfing-Straße	service							LINESTRING(8.6315165 53.602588,8.6319882 53.6028264)					
674294215	Wilhelm-Rohlfing-Straße	service							LINESTRING(8.6319882 53.6028264,8.6321413 53.6029097)					
675839305	Buntentorsteinweg	tertiary							LINESTRING(8.7997357 53.069055,8.8007288 53.0684835,8.8007683 53.0684614)					
675839306	Leibnizplatz	tertiary							LINESTRING(8.7998586 53.0691393,8.7997883 53.0691832)					
677188372	Auf dem Peterswerder	unclassified							LINESTRING(8.8366178 53.0680511,8.836556 53.0679233,8.836497 53.0678024,8.8364833 53.0677742,8.8364502 53.0677065,8.8364196 53.0676437,8.8363243 53.0674521,8.8363062 53.0674157,8.8361466 53.0670949)					
678029313	Gehölzlehrpfad	path							LINESTRING(8.7499639 53.0415203,8.7503594 53.0416757,8.7506613 53.0414646,8.7509966 53.0412348,8.751179 53.0411921,8.7513962 53.0412211,8.7515062 53.0411776,8.7516403 53.0411534,8.752277 53.0413241)					
680442083	Gehölzlehrpfad	path							LINESTRING(8.7495625 53.0413427,8.749635 53.0413788)					
680442086	Gehölzlehrpfad	path							LINESTRING(8.748081 53.0418742,8.74825 53.0418081,8.748427 53.0416839,8.7485531 53.0415404,8.7487006 53.0414823,8.7488428 53.0414404,8.7490547 53.041413,8.7493443 53.0413566,8.749516 53.0413195,8.7495625 53.0413427)					
681998615	Rickmersstraße	secondary	de:Rickmersstraße						LINESTRING(8.5676951 53.5604047,8.5674126 53.5604051)					
681998616	Rickmersstraße	secondary	de:Rickmersstraße						LINESTRING(8.5679699 53.5604023,8.5676951 53.5604047)					
682012225	Oststraße	unclassified							LINESTRING(8.5814995 53.5262413,8.5803334 53.5287879,8.5802481 53.5289497)					
682012226	Herwigstraße	unclassified							LINESTRING(8.5800657 53.5260019,8.5804392 53.5252596,8.5805173 53.5249887,8.5806825 53.5246383,8.5807752 53.5244934,8.580922 53.524313)					
682012227	Herwigstraße	unclassified							LINESTRING(8.580922 53.524313,8.5811526 53.524071,8.5814483 53.5238685,8.5817528 53.5236854,8.5821298 53.5235624,8.5831643 53.5233222)					
682124149	Ledaweg	footway							LINESTRING(8.8768676 53.1041978,8.8769154 53.1041765,8.8770659 53.1041092,8.8770994 53.1040942,8.877236 53.1040331)					
682124150	Ledaweg	footway							LINESTRING(8.877236 53.1040331,8.8772773 53.1040647)					
682124151	Im Deichkamp	living_street							LINESTRING(8.8750552 53.1052064,8.8751007 53.1052525,8.87518 53.105333)					
682124152	Im Deichkamp	living_street							LINESTRING(8.8747908 53.1048942,8.8748513 53.1049989,8.8750552 53.1052064)					
682124153	Im Deichkamp	living_street							LINESTRING(8.8745354 53.1046559,8.8746602 53.1047598,8.8747908 53.1048942)					
682768987	Alte Heerstraße	residential							LINESTRING(8.7461513 53.0625561,8.7459475 53.0624993,8.7452743 53.0621404,8.7445615 53.0616991,8.7441628 53.0614082,8.7439885 53.0612882,8.743839 53.0611901,8.7430435 53.0608191,8.7423376 53.0605255)					
683383103	Hansestraße	secondary	de:Hansestraße	Q59663087					LINESTRING(8.7915758 53.0917647,8.7924598 53.09217)					
683383104	Hansestraße	secondary	de:Hansestraße	Q59663087					LINESTRING(8.7924598 53.09217,8.7931282 53.0924765,8.7931928 53.0925061,8.79333 53.0925787)					
683499789	Bremer Straße	residential							LINESTRING(8.6028754 53.4993362,8.6029599 53.4995045,8.6030068 53.4995978,8.6033716 53.4998164,8.6035164 53.4998579)					
684630792	Auf den Hornstücken	service							LINESTRING(8.8617234 53.0976697,8.8619187 53.0976539,8.8625485 53.0976037,8.8635165 53.0975244,8.8637087 53.0975088,8.8639871 53.0974862,8.8641375 53.0974734,8.8642384 53.0974648,8.8642842 53.0974478,8.8643418 53.0974094,8.8644041 53.0973537,8.8644713 53.0972674,8.8644757 53.0972245,8.8644664 53.0971838,8.8643002 53.097037,8.8642 53.09696)					
684630805	Auf den Hornstücken	residential							LINESTRING(8.8642 53.09696,8.8646836 53.0967454,8.8650968 53.0965725,8.8651732 53.0965416)					
684630807	Auf den Hornstücken	residential							LINESTRING(8.8640835 53.0970068,8.8642 53.09696)					
684987427	Ronzelenstraße	residential							LINESTRING(8.8754604 53.0954758,8.8755958 53.0954663,8.8761154 53.0954384)					
684987428	Ronzelenstraße	residential							LINESTRING(8.8761154 53.0954384,8.877101 53.0953149,8.877282 53.0952922,8.8775042 53.0952644)					
685014396	Hermann-Hollerith-Straße	unclassified							LINESTRING(8.9099884 53.0838952,8.9102844 53.083974,8.9120532 53.0844449,8.9124182 53.084542)					
685138655	Am Kapellenberg	residential							LINESTRING(8.6654189 53.1642552,8.6654137 53.1641742,8.6653296 53.163966,8.6653554 53.1637807,8.6654927 53.1636161,8.6655365 53.1635429,8.6655528 53.1635132,8.6655367 53.1634488,8.665527 53.1634102,8.6654326 53.1632713)					
685138656	Am Kapellenberg	residential							LINESTRING(8.6627029 53.1624443,8.6625265 53.162326,8.6623376 53.1622024,8.662119 53.1620566,8.6620011 53.1619613,8.6618944 53.1618504,8.6618126 53.1617646)					
685295573	Herdentor	secondary							LINESTRING(8.8097999 53.079581,8.8096937 53.0794777)					
685506741	Hansator	tertiary							LINESTRING(8.7802829 53.0853863,8.7800835 53.0852495)					
685506742	Konsul-Smidt-Straße	platform							LINESTRING(8.7829558 53.0874045,8.7828731 53.0873447)					
685506743	Konsul-Smidt-Straße	platform							LINESTRING(8.7831857 53.0871951,8.7832771 53.0872641)					
685506744	Hansator	tertiary							LINESTRING(8.7798662 53.0847053,8.7798679 53.0847536,8.7798832 53.0848009,8.7799095 53.0848391,8.78 53.084924,8.7803136 53.0851466)					
685588131	Bischofsnadel	pedestrian							LINESTRING(8.8112181 53.0769383,8.811188 53.0769467)					
687774773	Kommodore-Johnsen-Boulevard	residential							LINESTRING(8.753973 53.1024056,8.7544972 53.1020904)					
687774774	Kommodore-Johnsen-Boulevard	residential							LINESTRING(8.7543954 53.1023211,8.7541033 53.1024838)					
687779609	Überseetor	tertiary							LINESTRING(8.7740545 53.0954083,8.7739431 53.0953682)					
687779610	Eduard-Suling-Straße	tertiary							LINESTRING(8.7739431 53.0953682,8.7740685 53.0953321)					
687813411	Hansator	tertiary							LINESTRING(8.7800835 53.0852495,8.7799216 53.0851505)					
