osm_id	name	street_type	wikipedia	wikidata	etymology_wikidata	etymology_wikipedia	etymology_description	local_name	geometry	name_de	name_en	name_fr	name_es	name_ru
3999478	Lilienthaler Heerstraße	secondary	de:Lilienthaler Heerstraße					Langer Jammer	LINESTRING(8.8805719 53.1016271,8.880704 53.1016848)					
3999490	Besenbuschkuhle	residential							LINESTRING(8.6021462 53.5794133,8.6035523 53.5793761,8.6046658 53.5793241,8.6055872 53.5792811,8.6064901 53.5792389)					
3999496	Lotjeweg	tertiary							LINESTRING(8.603777 53.5862431,8.603769 53.5861384)					
3999500	Entenmoorweg	residential							LINESTRING(8.6264448 53.5968218,8.6273807 53.596616,8.6274016 53.5966125,8.6278483 53.5965375,8.6287847 53.5963802,8.6289473 53.5963529,8.6296969 53.596227,8.6304158 53.5961063,8.6310773 53.5960028,8.6316919 53.5959028,8.6319932 53.5958561,8.6327771 53.5957346,8.6334736 53.5956267,8.6339651 53.5955533,8.6343512 53.5954956,8.6345537 53.5954654)					
3999501	Neuemoorweg	residential							LINESTRING(8.6345537 53.5954654,8.634108 53.5951537,8.6336746 53.5948507,8.6332408 53.5945578,8.6325614 53.5940922)					
3999570	Rockwinkeler Heerstraße	secondary							LINESTRING(8.9026586 53.100125,8.9031612 53.0998151,8.9032652 53.099751,8.9035702 53.099563,8.9038486 53.0993936,8.9040876 53.0992537,8.9046432 53.098908,8.9053422 53.0985093,8.9055472 53.0984096,8.9055717 53.0983974,8.9058237 53.0982717,8.9058703 53.0982484,8.906047 53.0981603,8.9060919 53.0981397,8.9061631 53.0981072,8.9063659 53.0980114,8.9064911 53.0979522,8.906691 53.0978578,8.9067586 53.0978278,8.9072125 53.0976264,8.9072892 53.0975929,8.9075029 53.0975013,8.9078348 53.0973542,8.9080861 53.0972428,8.9085794 53.0970242,8.9086921 53.096973,8.9089272 53.0968661,8.9094121 53.0966461,8.9096819 53.0965271,8.9100152 53.0963801,8.9102666 53.0962693,8.9109666 53.0959621,8.9120872 53.0954519,8.9121545 53.0954171,8.9124654 53.0952663,8.9127656 53.0951207,8.9138574 53.0945948,8.9145077 53.0942717,8.9146814 53.0941888)					
3999575	Luisental	residential							LINESTRING(8.8710006 53.0984451,8.8710837 53.0984377,8.871877 53.0983592,8.8722491 53.0983193,8.872642 53.0982739,8.8739182 53.0981403,8.8744311 53.0980853,8.8748066 53.0980451,8.8760935 53.0979163,8.8768716 53.0978384,8.8774904 53.0977764,8.8778585 53.09774,8.8785027 53.0976764,8.8788744 53.0976394,8.8789411 53.097633,8.8797878 53.0975494,8.8807569 53.0974534,8.8819192 53.0973375)					
3999576	Berckstraße	residential							LINESTRING(8.8718439 53.0971284,8.871508 53.0971413,8.8713325 53.0971085)					
3999577	Schorf	residential							LINESTRING(8.8863347 53.0970778,8.8864001 53.0970104,8.8865197 53.0969714,8.8867756 53.0969695,8.886887 53.0969687,8.8870158 53.0969677,8.8872009 53.0969664,8.8872829 53.0969657,8.8875432 53.0969638,8.8876403 53.0969631,8.8876973 53.0969627,8.8877157 53.0969625,8.887732 53.0969624,8.8877674 53.0969621,8.8878696 53.0969614,8.8879019 53.0969612,8.8879488 53.0969608)					
3999578	Sine-Wessels-Straße	residential							LINESTRING(8.8909028 53.0978664,8.890926 53.0978958,8.8911788 53.0982081,8.8914171 53.0985183)					
3999579	Schönauenstraße	residential							LINESTRING(8.8881076 53.0969525,8.8881349 53.0970469,8.8884258 53.0973472,8.8884453 53.0973674,8.888556 53.0974817,8.8886856 53.0976155,8.88875 53.097682,8.8888155 53.0977497,8.8889456 53.097884,8.8891852 53.0981356,8.8891969 53.0981478,8.8892124 53.0981642,8.8892191 53.0981711,8.8892308 53.0981834,8.8893402 53.0982983,8.8894556 53.0984195,8.8894898 53.0984554,8.8895302 53.0984978,8.8897897 53.0987702)					
3999581	Riekestraße	residential							LINESTRING(8.8649145 53.0958178,8.8650277 53.0958018,8.8650989 53.0957918,8.8652945 53.0957188,8.8657126 53.0955481,8.8661811 53.0953468,8.8663478 53.0952732,8.8664425 53.0952557,8.866533 53.0952709,8.8667298 53.0953579,8.8667627 53.0953702,8.866965 53.0954457,8.867052 53.09548,8.8671949 53.0955172,8.8672946 53.095523,8.8673841 53.0954925,8.8674494 53.095461,8.8674967 53.0954382,8.8676288 53.0953782,8.8678093 53.0952961,8.8679188 53.0952464)					
3999585	Leher Heerstraße	secondary	de:Leher Heerstraße						LINESTRING(8.8816331 53.1012015,8.8814895 53.101257,8.881323 53.1013214,8.8811035 53.1014358,8.8810698 53.1014534,8.8808794 53.1015599,8.880829 53.1015938,8.8807769 53.1016287,8.8807656 53.1016374,8.880704 53.1016848)					
4000160	Emmastraße	residential							LINESTRING(8.8333053 53.0944865,8.8334739 53.0944411,8.8335988 53.0944089,8.8339171 53.0943264,8.8343047 53.0942259,8.8344756 53.0941816,8.8346228 53.0941434,8.8347426 53.0941073,8.8347769 53.094097,8.8351943 53.093976,8.8358644 53.0937832,8.8366912 53.0935572,8.8367151 53.0935507,8.8367333 53.0935473,8.8373153 53.0934394,8.8381126 53.0932933,8.8393075 53.0930736,8.8398314 53.092971,8.8401062 53.0929172,8.8403979 53.092861,8.8404666 53.0928478,8.8412593 53.092695,8.841311 53.0926851,8.8413789 53.092672,8.8414306 53.0926511,8.8414638 53.0926376,8.8419425 53.0924438,8.8420957 53.0923818,8.8425664 53.092193,8.8426919 53.0921427,8.8432454 53.0919207,8.8439824 53.0916252,8.8444968 53.0914238,8.8452664 53.0911224,8.8453556 53.0910875,8.8454198 53.0910611,8.8454541 53.0910474,8.8455203 53.0910224,8.8456084 53.0909884,8.8461297 53.0907896,8.8462204 53.0907235,8.8463734 53.0905287,8.8465428 53.0903125,8.8466983 53.0901141,8.8467894 53.0900229,8.8468717 53.0899451,8.8471809 53.0896686,8.8480731 53.0890235,8.848668 53.088614,8.8488286 53.0885009,8.849996 53.0877145,8.8509752 53.0870281,8.8510656 53.0869648,8.8511711 53.0868908,8.8513751 53.0867548,8.8515254 53.0866511,8.8516303 53.0865788,8.8518655 53.0864135,8.8522049 53.0861767,8.8522765 53.0861318)					
4000161	Riensberger Straße	tertiary							LINESTRING(8.8658409 53.0975299,8.8659325 53.0975425,8.8660244 53.0975927,8.8663737 53.0978967,8.8664644 53.0979435,8.8666331 53.0979683,8.8667934 53.0979621,8.868052 53.0976313,8.86891 53.0974051)					
4000166	Karl-Ferdinand-Braun-Straße	unclassified							LINESTRING(8.8540933 53.1015768,8.8546166 53.1013475,8.8548582 53.1012477,8.8550551 53.1011639,8.8555735 53.1009434)					
4000169	Hochschulring	tertiary							LINESTRING(8.8223503 53.1123453,8.8227202 53.1124095,8.8232357 53.1125144,8.8237692 53.1126537,8.8244825 53.1128692,8.824673 53.1129341,8.8251159 53.1130893,8.8255486 53.1132566,8.8259794 53.1134305,8.827245 53.1139704,8.827472 53.1140647,8.8277385 53.1141668,8.8281234 53.1143142,8.8285496 53.1144637,8.8287207 53.1145177,8.8290128 53.1145951,8.8295929 53.1147489,8.8302732 53.1148923,8.8309158 53.1149776,8.8315547 53.1150344,8.8321123 53.1150642)					
4000170	Am Fallturm	residential							LINESTRING(8.8581883 53.1098938,8.8581017 53.1098295,8.8580676 53.1098042,8.8579879 53.1097314,8.8579216 53.109671)					
4000171	Robert-Hooke-Straße	unclassified							LINESTRING(8.8545986 53.1127792,8.8547328 53.1127387,8.8547592 53.1127307)					
4000172	Klagenfurter Straße	unclassified							LINESTRING(8.8548161 53.1106106,8.8547267 53.1105007,8.8547094 53.1104802,8.8545364 53.1102803)					
4000173	Am Biologischen Garten	unclassified							LINESTRING(8.8550372 53.1105417,8.8550983 53.1106094,8.8551427 53.1106586,8.8552725 53.1108024,8.8553425 53.1108849,8.8556723 53.1112731,8.855747 53.1113646,8.8563818 53.1121424,8.8564461 53.1122213)					
4000174	Badgasteiner Straße	service							LINESTRING(8.8553195 53.106926,8.8553665 53.1069852,8.8555196 53.1071633,8.8555863 53.107244)					
4000175	Enrique-Schmidt-Straße	unclassified							LINESTRING(8.8530964 53.1050001,8.853189 53.1051092,8.8532209 53.1051468,8.8533241 53.1052618,8.853347 53.105292,8.8533775 53.1053315,8.8534368 53.105406,8.8534951 53.105482)					
4000177	Enrique-Schmidt-Straße	unclassified							LINESTRING(8.8549872 53.1065482,8.8550448 53.1066006,8.8553195 53.106926)					
4000178	Heinstraße	residential							LINESTRING(8.8573166 53.0925461,8.854545 53.0941689)					
4000187	Kohlmannstraße	residential							LINESTRING(8.8663486 53.0946464,8.8663125 53.0946177,8.8663033 53.0945821,8.8663231 53.0945482,8.8663672 53.0945239,8.8664325 53.0945151,8.8664959 53.0945282,8.8665328 53.0945525,8.86654 53.094567,8.8665485 53.094584,8.8665398 53.0946165,8.8665084 53.0946435,8.866458 53.0946601,8.8664005 53.0946611,8.8663486 53.0946464)					
4000210	Leher Heerstraße	secondary							LINESTRING(8.87012 53.0971022,8.8700588 53.0971964)					
4000231	Horner Heerstraße	secondary							LINESTRING(8.8707477 53.091275,8.8709291 53.0912864)					
4000244	Schwachhauser Heerstraße	secondary	de:Schwachhauser Heerstraße						LINESTRING(8.8501634 53.0850981,8.8503837 53.0851056,8.8505928 53.0851271,8.850837 53.0851739,8.851005 53.0852299,8.8511825 53.0852986,8.8511974 53.0853043)					
4000245	Freudenbergstraße	residential							LINESTRING(8.8539663 53.0938068,8.8542116 53.0936402,8.8542674 53.0935389,8.8542271 53.0932686,8.8542177 53.0931081,8.854243 53.093033,8.8543158 53.0929586,8.8544803 53.0928556,8.8546018 53.0927796,8.854923 53.0925785,8.8549606 53.0925553,8.8551152 53.0924587,8.8552968 53.0923451,8.8555119 53.0922551)					
4000247	Achterstraße	path							LINESTRING(8.8548939 53.1024487,8.8548025 53.1024918,8.8522941 53.1037011,8.8503918 53.1046305,8.8503714 53.1046405,8.8500925 53.1047586,8.8499756 53.1047887,8.8498061 53.1048318,8.8497829 53.1048368,8.8493544 53.1049286,8.8489181 53.1049783,8.8484809 53.1050032,8.8480587 53.1050072,8.8476355 53.1050221,8.8475686 53.1050267,8.8469171 53.1050726,8.846523 53.1051078,8.8459669 53.1051958,8.8458077 53.1052265,8.8455937 53.1052743,8.845373 53.1053246,8.8450867 53.1053974,8.8450033 53.1054197,8.8444078 53.1055847,8.8434821 53.1058252,8.8429399 53.1059828,8.8428422 53.1060175)					
4000648	Riekestraße	service							LINESTRING(8.8673841 53.0954925,8.8677267 53.0956969,8.8677981 53.0957485)					
4001006	Emanuelstraße	residential							LINESTRING(8.8580633 53.0900093,8.8586704 53.0893895,8.8587135 53.0893458)					
4001007	Elsa-Brändström-Straße	residential							LINESTRING(8.860752 53.0966193,8.8608981 53.0966051,8.8610979 53.0965169,8.8613044 53.0964235,8.8625172 53.0959069,8.8644125 53.0950673,8.8645236 53.0950152,8.8645895 53.0949843)					
4001008	Unter den Eichen	residential							LINESTRING(8.8626445 53.092489,8.8627924 53.0923591,8.8628521 53.0923099,8.8632684 53.091967,8.8633449 53.0918887)					
4001009	Kirchbachstraße	secondary							LINESTRING(8.8556786 53.0816751,8.8554834 53.081777,8.8554008 53.0818186)					
4001010	Scharnhorststraße	residential							LINESTRING(8.855586 53.0843173,8.8556703 53.084361,8.855761 53.0844304,8.855847 53.0845119,8.8576547 53.0858785,8.8589169 53.0868194,8.8594585 53.0872229,8.859643 53.0873574,8.8603197 53.0878686,8.8604292 53.0879493,8.8611209 53.0884771,8.8617421 53.0889301,8.8618649 53.0890197,8.8622447 53.0893171,8.8624698 53.0895215,8.8626443 53.0897014,8.862723 53.0898169,8.8627736 53.0899142,8.8628035 53.0900066,8.8628331 53.0900998,8.8628492 53.0901481)					
4001054	Rickmersstraße	residential							LINESTRING(8.9459007 53.0857048,8.9459358 53.0858771,8.9459751 53.0859829,8.9460225 53.0860767,8.9460762 53.0861678,8.946151 53.0862523,8.9463333 53.0864171,8.9476579 53.087442,8.9477006 53.0874838,8.9479164 53.087695,8.9483734 53.088152,8.948424 53.0881918,8.9484592 53.0882197,8.9485056 53.0882664,8.9487559 53.0885378,8.9492061 53.0888264,8.9493469 53.088883,8.9494689 53.0889509,8.9496857 53.0890966,8.9497442 53.0891715,8.9501576 53.0895151,8.9505467 53.0898843,8.9505252 53.0900518,8.9502033 53.0910569,8.9501721 53.0912454,8.9500958 53.0914248,8.9499634 53.0915657,8.9499403 53.0915903,8.9497459 53.09171,8.9496502 53.091762,8.9492163 53.0919976,8.9487013 53.0922553)					
4001104	H.-H.-Meier-Allee	residential							LINESTRING(8.8515939 53.0955657,8.8517186 53.0956417)					
4001106	Melchersstraße	residential							LINESTRING(8.8527542 53.0930765,8.8535157 53.0935346,8.8539663 53.0938068,8.854545 53.0941689)					
4001214	Parkallee	primary	de:Parkallee (Bremen)						LINESTRING(8.8251646 53.084522,8.8252119 53.084565,8.8252517 53.0845955,8.825568 53.0847545,8.8256243 53.0847828,8.8257302 53.084842)					
4001215	Kuhgrabenweg	cycleway							LINESTRING(8.8414541 53.106322,8.8415848 53.1064253,8.841618 53.1064592,8.8416933 53.1065282,8.8426352 53.1074995,8.8434969 53.1083805,8.844861 53.1098215,8.8451697 53.1101476,8.8455058 53.1104544,8.8458125 53.1107847,8.8464304 53.1114391,8.8471332 53.1121619,8.847362 53.1124161,8.8475433 53.1126513,8.8476242 53.1127709)					
4001233	Achterstraße	residential							LINESTRING(8.8414541 53.106322,8.8415719 53.1063068)					
4001234	Achterstraße	tertiary							LINESTRING(8.859416 53.1005006,8.8594612 53.1004583,8.8596683 53.10031,8.859902 53.1001724,8.8603272 53.0999749)					
4001238	Otto-Hahn-Allee	unclassified							LINESTRING(8.8490184 53.1034362,8.8491553 53.1035879,8.8492089 53.1036543,8.8492816 53.1037445,8.8494098 53.1039007,8.849416 53.1039082,8.8494623 53.1039603,8.849485 53.1039857,8.8495493 53.104058,8.8495793 53.1040921,8.8496152 53.1041851)					
4001239	Wetterungsweg	unclassified							LINESTRING(8.8364071 53.1075221,8.8365409 53.1074791,8.8375378 53.1072379,8.8382122 53.1070983,8.8386622 53.106935,8.8392536 53.106776,8.8394655 53.106719,8.8402446 53.106528,8.8403771 53.1064955,8.8406791 53.1064381,8.8408214 53.1064111,8.8412243 53.1063442,8.8412395 53.1063417,8.8414541 53.106322)					
4001277	Auf den Hornstücken	living_street							LINESTRING(8.8630963 53.0972046,8.8638093 53.0971169,8.8640835 53.0970068)					
4001280	Auf den Hornstücken	footway							LINESTRING(8.8617154 53.0975785,8.8616411 53.0973026,8.8615393 53.0969648)					
4001281	Auf den Hornstücken	footway							LINESTRING(8.8615393 53.0969648,8.8615975 53.0969608,8.8621725 53.0969127,8.8628897 53.0968543,8.8631243 53.0968289,8.8636068 53.0967621,8.8638482 53.0966534,8.8643176 53.0964426)					
4001285	Auf den Hornstücken	residential							LINESTRING(8.8629069 53.0971784,8.8629364 53.0971639,8.8629724 53.0971563,8.8630047 53.097156,8.8630357 53.0971614,8.8630628 53.097172,8.8630836 53.0971868,8.8630963 53.0972046,8.8630995 53.0972269,8.8630901 53.0972486,8.8630692 53.0972671,8.8630392 53.0972804,8.8630035 53.0972868,8.8629662 53.0972857,8.8629318 53.0972772,8.862904 53.0972623,8.8628862 53.0972427,8.8628803 53.0972205,8.8628874 53.0971981,8.8629069 53.0971784)					
4002811	Am Biologischen Garten	unclassified							LINESTRING(8.8561825 53.1123009,8.856118 53.1122226,8.8557009 53.1117162,8.8550863 53.110966,8.8550232 53.1108889,8.8549139 53.110758,8.8548956 53.1107304,8.8548627 53.1106809,8.8548161 53.1106106)					
4002859	Schorf	footway							LINESTRING(8.8901961 53.0969331,8.8902016 53.0970535,8.8902051 53.0971301,8.8902073 53.0971796,8.890212 53.0972821,8.8902152 53.0973541,8.8902163 53.0973773,8.8902238 53.0973952,8.8902335 53.0974186,8.8902949 53.0975259)					
4003688	Horner Heerstraße	secondary	de:Horner Heerstraße						LINESTRING(8.8698447 53.0971582,8.8698796 53.0970515,8.8698948 53.0970164,8.8699424 53.0969193,8.8700427 53.0967629,8.8701946 53.0965625,8.8702086 53.096544,8.8703205 53.0964069,8.8703581 53.096345,8.8704108 53.0962374,8.8704623 53.0960669,8.870469 53.09599,8.8704802 53.0958609,8.8704796 53.0955073,8.8704796 53.0954812,8.8704843 53.0951874,8.8704691 53.0948923,8.8704682 53.0948714,8.8704545 53.0945082,8.8704506 53.0944065,8.8704427 53.0941456,8.8704235 53.0935463,8.8704258 53.0934501,8.8704519 53.0933493,8.8704861 53.0932696,8.8705318 53.0931851,8.8707751 53.0928686,8.8709119 53.092701,8.8712412 53.092324,8.8713725 53.0921757)					
4003692	In der Vahr	secondary	de:In der Vahr						LINESTRING(8.8789454 53.0789192,8.8788778 53.0790029,8.8788535 53.0790317,8.8787822 53.0791149,8.8786795 53.0792226,8.8785385 53.0793705,8.8781146 53.0797732,8.8773986 53.080535,8.8773064 53.0806346,8.8769881 53.080977,8.8765662 53.0814204)					
4003694	Vahrer Straße	secondary							LINESTRING(8.8850695 53.072165,8.8851295 53.0721225)					
4003695	Ludwig-Roselius-Allee	secondary	de:Ludwig-Roselius-Allee						LINESTRING(8.9344655 53.0694251,8.9338602 53.0695298,8.9334891 53.0695962,8.9332045 53.0696454,8.9328095 53.0697207,8.9325952 53.0697675,8.9324346 53.0698037,8.9323567 53.0698253,8.9321709 53.0698755,8.9317024 53.0700352,8.9312879 53.0702119,8.9308945 53.0704111,8.9308625 53.0704363,8.9308206 53.0704695,8.9304976 53.0707185,8.9303716 53.070827,8.9302822 53.0709163,8.9300232 53.0711549,8.9298366 53.0713428,8.9298233 53.0713553,8.9294902 53.0716546,8.9293353 53.0717938,8.9291552 53.0719195,8.9289202 53.0720836,8.9284824 53.0723447,8.928079 53.0725264,8.9279989 53.0725582,8.927844 53.0726196,8.9276982 53.0726706,8.9275289 53.0727261,8.9274022 53.0727677,8.9271751 53.0728347,8.9267243 53.0729395,8.9262768 53.0730189,8.9261537 53.0730364,8.9255716 53.0730967)					
4003703	Autobahnzubringer Horn-Lehe	trunk							LINESTRING(8.8757054 53.1159875,8.8755335 53.1160812,8.874907 53.1163061,8.8746633 53.1163819,8.8744166 53.1164418,8.8742149 53.1164735,8.8740079 53.1164712,8.8738501 53.1164458,8.8736802 53.1163954,8.8735344 53.1163214,8.8733004 53.1161321,8.873136 53.1159631)					
4003711	Friedrich-Ebert-Straße	tertiary							LINESTRING(8.7936547 53.0664085,8.7936752 53.0663977,8.7936905 53.0663897,8.7937078 53.0663808,8.793733 53.0663678)					
4003713	Bahnhofstraße	residential							LINESTRING(8.8107785 53.0801392,8.8107459 53.0801785,8.8107222 53.0802071)					
4004129	Heinrich-Hertz-Straße	residential							LINESTRING(8.8700302 53.0828799,8.8703043 53.0828963,8.8704427 53.0829023,8.8705557 53.0829072,8.8708411 53.0829196,8.8709171 53.0829229,8.8710665 53.0829293,8.871368 53.0829423,8.8713865 53.0829431,8.871668 53.0829534,8.8718698 53.0829608,8.8719132 53.0829624,8.8720196 53.0829663,8.8723476 53.0829783,8.8724948 53.0829837,8.8725693 53.0829865,8.8726704 53.0829902,8.8728345 53.0829962,8.8732146 53.0830101,8.8733147 53.0830141,8.8735956 53.0830241,8.8737856 53.083031,8.8738801 53.0830333,8.8744564 53.0832317,8.8745293 53.0832587)					
4004130	Papendieckstraße	residential							LINESTRING(8.8753029 53.0828058,8.8754411 53.0828487,8.8757253 53.0828999,8.8760404 53.0829166,8.8763243 53.0829278,8.8766738 53.0829449,8.8768672 53.0829814)					
4004131	Kirchbachstraße	secondary							LINESTRING(8.8498563 53.0852561,8.8498628 53.0851977,8.8498643 53.0851837,8.8498689 53.0851722,8.8498754 53.0851556,8.8498917 53.0851145,8.8498995 53.0850947)					
4004445	Am Herzogenkamp	residential							LINESTRING(8.861538 53.0993661,8.86166 53.0993538,8.8616934 53.0993506,8.8625896 53.0992637)					
4005831	Alten Eichen	residential							LINESTRING(8.8704506 53.0944065,8.8703763 53.0943992,8.8703627 53.0943979,8.8703091 53.0943984,8.8700903 53.0944222,8.8695389 53.0944149,8.8687411 53.0943744,8.86852 53.0943149,8.8680146 53.0940188,8.8675867 53.0937803,8.8674584 53.0936992,8.8674257 53.0936448,8.8674256 53.0935759,8.8674294 53.0935329,8.8675159 53.0933184,8.8675562 53.0932218,8.8676069 53.0931442,8.8676735 53.0930394,8.867798 53.0928937,8.8678795 53.0928149,8.8679549 53.0927772,8.8680336 53.092766,8.8681375 53.0927738,8.8687 53.0928639,8.8688292 53.0928879,8.8689542 53.0929193,8.8690698 53.0929522,8.8693917 53.0930438,8.8700632 53.0932349,8.8703822 53.0933317,8.8704519 53.0933493)					
4005833	Ernst-Grohne-Weg	footway							LINESTRING(8.8667379 53.0938948,8.8665147 53.0937124,8.8663166 53.0934391,8.8663008 53.0933385,8.8663343 53.0932396,8.866453 53.0930848,8.8665272 53.0928499,8.8665314 53.0926713,8.8665942 53.0923419,8.8666025 53.0922259)					
4005835	Ernst-Grohne-Weg	residential							LINESTRING(8.8666025 53.0922259,8.8666671 53.0920842,8.8666836 53.0918834,8.8667073 53.0916166,8.8667294 53.0915675,8.8667533 53.0915145,8.8669083 53.0913737,8.8669351 53.091354,8.867193 53.091165,8.8672363 53.0911301,8.8672956 53.0910821)					
4005847	Wätjenstraße	residential							LINESTRING(8.8471604 53.0870099,8.8472785 53.0870723,8.8486022 53.0873738,8.8497292 53.0876304,8.849996 53.0877145,8.8507568 53.0880521,8.8509612 53.0881557,8.8513755 53.0883872,8.851869 53.0886542,8.8521565 53.0888132,8.852655 53.0890881,8.8526872 53.0891078,8.8530351 53.0893205,8.853216 53.0894733,8.8534276 53.0896839,8.8534885 53.0897573,8.8536363 53.0899787,8.8537106 53.0901293,8.8537616 53.0902821,8.8537882 53.0903621,8.8538902 53.0906968,8.8540056 53.0910072,8.8541274 53.0913574,8.8541742 53.0915218,8.8541781 53.0916631,8.8541728 53.0917437,8.8541385 53.0919075,8.854119 53.0919526,8.8540752 53.0920542,8.8539985 53.0921742,8.853879 53.0923114,8.8538223 53.0923654,8.8536751 53.092484,8.8535563 53.0925733,8.8533513 53.0927022,8.8531383 53.0928357,8.8530658 53.0928812,8.8530335 53.0929014,8.8530192 53.0929104,8.8527542 53.0930765,8.8525514 53.0931931,8.8521547 53.0934262,8.8520091 53.0935254,8.8519732 53.0935468,8.8513702 53.0939059,8.8513415 53.0939237,8.8510367 53.0941122,8.8509249 53.0941813,8.8504684 53.0944576,8.8504098 53.0944937,8.8501946 53.0946248,8.8501291 53.0946611)					
4005869	Klattenweg	residential							LINESTRING(8.8475463 53.0932696,8.8476158 53.0932296,8.8476495 53.0932103,8.8477044 53.0931789,8.848182 53.0928906,8.8484965 53.0926608,8.8486545 53.0925453,8.8486851 53.092514,8.8488383 53.0923694,8.8490576 53.0921497,8.8491607 53.0920172,8.8492359 53.0918944,8.8493235 53.0917514,8.8493873 53.0916474,8.8494364 53.0915623,8.8495388 53.091385,8.8497985 53.0909571,8.8498656 53.0908448,8.8499397 53.0907208,8.8504063 53.0899312,8.8505821 53.0897,8.8507306 53.0895404,8.8509046 53.0893799,8.8510403 53.0892714,8.8512864 53.0890737,8.851869 53.0886542,8.852411 53.0882776,8.8524515 53.0882539,8.8526565 53.088134,8.8526842 53.0880951)					
4005870	Klattenweg	cycleway							LINESTRING(8.8526842 53.0880951,8.8528021 53.0881042,8.8538049 53.0877535,8.8538892 53.0877228,8.8539427 53.0877033)					
4005871	Reinthalerstraße	residential							LINESTRING(8.8509752 53.0870281,8.8520484 53.0875884,8.852117 53.0876238,8.8522751 53.0877239,8.8526698 53.0880401,8.8526842 53.0880951)					
4005872	Nebelthaustraße	residential							LINESTRING(8.8501302 53.0890861,8.8503334 53.0891289,8.8509046 53.0893799)					
4005873	Senator-Horn-Straße	residential							LINESTRING(8.8493424 53.0896167,8.849441 53.089603,8.8495349 53.0896361,8.8499286 53.0897694,8.8504063 53.0899312)					
4005874	Fritz-Gansberg-Straße	residential							LINESTRING(8.8504063 53.0899312,8.8507579 53.0900615,8.8508658 53.0901159,8.8511441 53.0902561,8.8512698 53.0903183)					
4005902	Kurt-Schumacher-Allee	tertiary	de:Kurt-Schumacher-Allee (Bremen)						LINESTRING(8.8789454 53.0789192,8.8791418 53.0789316,8.8797347 53.0789622,8.8806255 53.0789783,8.8832968 53.0789419,8.8841325 53.0789455,8.8843993 53.0789511,8.88483 53.0789601,8.885622 53.0789964,8.8859502 53.0790089,8.8861816 53.0790246)					
4005918	H.-H.-Meier-Allee	residential							LINESTRING(8.8501291 53.0946611,8.8501991 53.0947032,8.8503086 53.0947724,8.850815 53.0950878,8.8509878 53.0951965,8.8515939 53.0955657)					
4005919	H.-H.-Meier-Allee	residential							LINESTRING(8.8431497 53.0891435,8.8442503 53.0899345,8.8448535 53.0904191,8.8454022 53.0909113,8.8455203 53.0910224,8.8456512 53.0911581,8.8457719 53.0912987,8.8459275 53.0915103,8.846155 53.091797,8.8463014 53.0919956,8.8464122 53.0921391,8.8465825 53.0923081,8.8468719 53.092576)					
4005921	Schumannstraße	residential							LINESTRING(8.8492678 53.0861887,8.8497243 53.0864155,8.8502166 53.0866177,8.8509071 53.0868871,8.8510656 53.0869648)					
4006418	Am Brahmkamp	residential							LINESTRING(8.8720323 53.0995296,8.8721053 53.0995058,8.8724084 53.0994069,8.872423 53.0994022,8.8727635 53.0992911,8.8728436 53.0992917,8.8728913 53.0993336,8.8739975 53.1004839,8.8744426 53.1009468,8.8747477 53.1012641,8.8747854 53.1013033)					
4006422	Seiffertstraße	residential							LINESTRING(8.8774904 53.0977764,8.8776464 53.0981029,8.8778186 53.0984634,8.8778665 53.0985636,8.8778747 53.0985808,8.8779404 53.0987084,8.8779669 53.0987402,8.8780238 53.0988088,8.8780335 53.0988205,8.8780878 53.098886,8.8782109 53.0990116,8.8782611 53.0990628,8.878294 53.0990964,8.8784766 53.0992827,8.8785171 53.099324,8.8785595 53.0993673,8.8787365 53.0995478,8.8787661 53.099578,8.8788221 53.0996352,8.8788561 53.0996699,8.8789445 53.0997443,8.8791383 53.0998155,8.8792927 53.0998327,8.8794725 53.0998149,8.8795947 53.0997929,8.8800006 53.0997198,8.8800985 53.0997022,8.8801764 53.0996879,8.8805305 53.0996223,8.8807641 53.0995708)					
4006423	Reddersenstraße	residential							LINESTRING(8.8748066 53.0980451,8.8756858 53.0989653,8.8757979 53.0990815,8.8758935 53.0991805,8.876106 53.0994006,8.8761374 53.0994332,8.8762627 53.0995629,8.8763573 53.0996609,8.8764396 53.0997462,8.8764975 53.0998062)					
4006431	Autobahnzubringer Horn-Lehe	primary							LINESTRING(8.8824285 53.1109904,8.8827241 53.110861,8.8831258 53.1107246,8.883197 53.1107004,8.8832725 53.1106788,8.8834237 53.1106693)					
4006432	Klattendiek	residential							LINESTRING(8.8698533 53.0921536,8.8711971 53.0923144,8.8712412 53.092324)					
4006601	Hans-Böckler-Straße	tertiary							LINESTRING(8.6119887 53.5874541,8.6121677 53.5875231,8.6122554 53.5875453,8.6125194 53.5876046)					
4008937	Autobahnzubringer Universität	primary							LINESTRING(8.855925 53.1034636,8.855997 53.1035465,8.8560571 53.1035981,8.8560772 53.1036195,8.8561029 53.1036478)					
4013963	Schwachhauser Ring	secondary							LINESTRING(8.8319255 53.0926092,8.8320819 53.0925722,8.8322 53.0925443,8.8322811 53.0925251,8.8332197 53.0921756,8.8336889 53.0919989,8.8349636 53.0915307,8.8351429 53.0914637,8.835177 53.0914509)					
4013969	Rosemarie-Pohl-Weber Straße	service							LINESTRING(8.8532422 53.0866988,8.8533176 53.0866703,8.8537549 53.0865049,8.8542388 53.0863215)					
