wikidata	name	geometry
Q2560140	Werderland	MULTIPOLYGON(((8.6207466 53.1661946,8.6210853 53.1658736,8.6216304 53.1653617,8.6223042 53.1645922,8.6228347 53.1639864,8.6233774 53.1630717,8.6239243 53.1613709,8.6242063 53.1593791,8.6243613 53.1583832,8.6247022 53.1565184,8.6249632 53.1546946,8.6252172 53.1531038,8.6254341 53.151742,8.6254581 53.151509,8.6256131 53.1506361,8.6261321 53.1476834,8.626305 53.1466955,8.626563 53.1455167,8.6277928 53.1434029,8.6282168 53.142675,8.6282478 53.142564,8.6290977 53.1411222,8.6300665 53.1394284,8.6306134 53.1384595,8.6316463 53.1373336,8.633434 53.1353848,8.633839 53.1349729,8.6341999 53.1346069,8.6347448 53.13405,8.6353827 53.133599,8.6373175 53.1322302,8.6381723 53.1316273,8.6389222 53.1311463,8.640508 53.1301284,8.6410419 53.1298075,8.6420507 53.1292015,8.6434385 53.1284956,8.6446143 53.1278871,8.6471279 53.1285255,8.6476026 53.1279684,8.6509997 53.1271245,8.6541832 53.1267915,8.6549081 53.1288911,8.6532622 53.130699,8.6529097 53.1310879,8.6530233 53.1316393,8.6535964 53.1325172,8.6555253 53.1355155,8.6579175 53.1391513,8.6583786 53.1395717,8.6596327 53.1400363,8.6612741 53.1403903,8.6626204 53.1407996,8.6631512 53.1411561,8.6635114 53.141545,8.6682634 53.148925,8.6701944 53.1518833,8.6703938 53.1522503,8.6705201 53.1523374,8.6708492 53.1524716,8.6715122 53.1526195,8.6718359 53.1526657,8.6724854 53.1525517,8.6892848 53.1485734,8.6914704 53.1480673,8.6962145 53.1469701,8.6964385 53.1478792,8.698664 53.152704,8.6988916 53.1531974,8.6986894 53.1535791,8.6986231 53.1539369,8.6985303 53.1542629,8.6983977 53.1544299,8.6985966 53.1548633,8.699011 53.1552671,8.6993632 53.1555181,8.6971249 53.1560016,8.6963028 53.1562589,8.6978356 53.1590357,8.6964247 53.159888,8.6957034 53.1600598,8.6960959 53.160276,8.6966157 53.1602061,8.697652 53.1607309,8.6959931 53.162062,8.6947587 53.1629208,8.693614 53.1634818,8.692229 53.1637979,8.6908423 53.1639349,8.6898365 53.1636974,8.684 53.1621899,8.6834361 53.1621168,8.6754641 53.1618034,8.6728421 53.161531,8.6691009 53.1602563,8.6662201 53.1595664,8.6611122 53.1588049,8.6587377 53.1589208,8.6555212 53.1596161,8.6537542 53.1600796,8.6517782 53.1603393,8.6508137 53.1603196,8.6460786 53.1599306,8.6420475 53.1596409,8.6396455 53.1599803,8.6374919 53.160957,8.6341925 53.1624634,8.6299958 53.1640939,8.6268758 53.1656001,8.6231282 53.1676395,8.6207466 53.1661946)))
Q317123	Borgfeld	MULTIPOLYGON(((8.864051 53.1312361,8.8643455 53.1309417,8.8644998 53.1305528,8.8656951 53.1302832,8.8678955 53.1297519,8.8698544 53.1289952,8.8710888 53.128335,8.8723217 53.1275302,8.8738129 53.126683,8.8749448 53.1261309,8.8751079 53.1260316,8.8752365 53.1258553,8.8754243 53.1255101,8.875507 53.125394,8.8766753 53.1245188,8.8779328 53.123882,8.8783076 53.1235344,8.8793698 53.1229228,8.8814122 53.1224547,8.8820896 53.122163,8.8828647 53.1219731,8.8842192 53.1215691,8.8863047 53.1213026,8.8899297 53.1207818,8.8909667 53.1205943,8.8937629 53.1198039,8.8976127 53.1183829,8.8991204 53.1173737,8.8992663 53.1171213,8.9008027 53.1162971,8.9011653 53.115922,8.9017356 53.1152494,8.9020245 53.1144557,8.9021655 53.1134942,8.9020446 53.1127619,8.9021435 53.1110993,8.9020466 53.1096851,8.90177 53.1087598,8.9016259 53.1078309,8.9014703 53.1075057,8.9012513 53.1071598,8.9012946 53.1068706,8.9010016 53.1066661,8.9011105 53.1066235,8.9014102 53.1064561,8.9149047 53.1153191,8.9167658 53.1165219,8.9179204 53.1163833,8.9212689 53.1184068,8.9203914 53.1188503,8.924113 53.1219676,8.9243282 53.121917,8.9269812 53.1220287,8.9287047 53.1219727,8.9311039 53.1218301,8.9321973 53.1216632,8.9334376 53.1213802,8.9340962 53.1211387,8.9346466 53.120779,8.9354085 53.1203782,8.9363956 53.1200822,8.9394216 53.1197166,8.9402159 53.1195527,8.9412742 53.1192239,8.9422879 53.1188365,8.9436709 53.1182646,8.944745 53.1182443,8.9455329 53.1182365,8.946688 53.1179962,8.9484855 53.1178014,8.9493313 53.1174947,8.9503441 53.1177188,8.950732 53.1178298,8.9513059 53.1180237,8.9515939 53.1181227,8.9518358 53.1181957,8.9523378 53.1183477,8.9532226 53.1184857,8.9534786 53.1185347,8.9541635 53.1187027,8.9547974 53.1187027,8.9552693 53.1187067,8.9564341 53.1187787,8.9578509 53.1187597,8.9592297 53.1188977,8.9596366 53.1191037,8.9598096 53.1192366,8.9602745 53.1195196,8.9606845 53.1196646,8.9610724 53.1196756,8.9613564 53.1196866,8.9618823 53.1196756,8.9622402 53.1196866,8.9625212 53.1197366,8.9636996 53.1203542,8.9654427 53.1212704,8.9667455 53.1219454,8.9679843 53.1221403,8.9691691 53.1221323,8.970035 53.1223193,8.9709598 53.1224643,8.9717497 53.1224723,8.9730535 53.1225133,8.9753502 53.1232732,8.9754491 53.1233032,8.9756011 53.1233152,8.9767309 53.1234022,8.9779188 53.1235472,8.9780497 53.1235632,8.9785587 53.1237002,8.9796475 53.1242381,8.9801374 53.1244591,8.9808753 53.1247991,8.9814732 53.125222,8.982412 53.125554,8.982507 53.125379,8.9828544 53.1255423,8.9832949 53.125737,8.982917 53.1262789,8.982662 53.1267859,8.9819911 53.1273238,8.9816391 53.1276258,8.9812372 53.1279687,8.9810002 53.1282127,8.9808273 53.1283927,8.9789605 53.1308334,8.9788805 53.1309364,8.9786116 53.1310014,8.9767859 53.1314553,8.9764699 53.1314443,8.9762939 53.1313833,8.976203 53.1313523,8.976 53.1312913,8.975775 53.1313223,8.975623 53.1313333,8.9753021 53.1314443,8.9745612 53.1316763,8.9744052 53.1317603,8.9740443 53.1319513,8.9728285 53.1326002,8.9725405 53.1327942,8.9720806 53.1331031,8.9718986 53.1332251,8.9714477 53.1334541,8.9712337 53.1335651,8.9707986 53.1338999,8.9707418 53.133939,8.9698749 53.1345949,8.9675912 53.1363607,8.9647227 53.1385775,8.9644867 53.1387605,8.9640428 53.1390164,8.9643097 53.1393174,8.9642637 53.1394854,8.9611592 53.1418311,8.9603833 53.142419,8.9598694 53.142415,8.9594825 53.1428038,8.9594594 53.142827,8.9594065 53.142942,8.9579357 53.1449327,8.9580676 53.1451007,8.9581236 53.1452077,8.9580606 53.1453257,8.9579321 53.1454984,8.9573337 53.1463026,8.9566118 53.1471645,8.9561909 53.1473135,8.95553 53.1474924,8.9535743 53.1480034,8.9531744 53.1481254,8.9528544 53.1482214,8.9516309 53.1486027,8.9513836 53.1486798,8.9506538 53.1489073,8.9499015 53.1491036,8.9472593 53.1497932,8.9471353 53.1498991,8.9471723 53.1500061,8.9472853 53.1501741,8.9471983 53.1503721,8.9470183 53.1504451,8.9467603 53.1504751,8.9466174 53.1506051,8.9464384 53.150716,8.9463534 53.150769,8.9460574 53.150788,8.9459358 53.1508378,8.9457373 53.1509858,8.9458372 53.1511572,8.9458041 53.1512477,8.9455774 53.1515235,8.9454603 53.1515996,8.9454292 53.1517266,8.9452914 53.1517993,8.9451601 53.1518693,8.944981 53.1520275,8.9447842 53.1521099,8.9446615 53.1521324,8.9444584 53.1521046,8.9440534 53.15214,8.9434263 53.1521736,8.9429187 53.1522156,8.9428696 53.152263,8.9428885 53.1523415,8.942656 53.1523715,8.9424616 53.152268,8.9424087 53.1521504,8.9423041 53.1518416,8.9417783 53.1518256,8.9414124 53.1518452,8.9412175 53.1518996,8.9411102 53.1519249,8.9408482 53.1520319,8.9406653 53.1521689,8.9404158 53.1522263,8.9403653 53.1522379,8.9401973 53.1522339,8.9400594 53.1522299,8.9399814 53.1521689,8.9398284 53.1520359,8.9396824 53.1517119,8.9396314 53.1514869,8.9396354 53.151357,8.9397394 53.151227,8.9398024 53.151109,8.9397874 53.150952,8.9396734 53.15088,8.9394015 53.15088,8.9390095 53.150941,8.9379307 53.151109,8.9375248 53.151174,8.9373488 53.151147,8.9370928 53.151074,8.9370578 53.150964,8.9369419 53.150662,8.936379 53.1500061,8.936147 53.1498121,8.9359 53.1497961,8.9356151 53.1497811,8.9354241 53.1498041,8.9352371 53.1498231,8.9350172 53.1498801,8.9347382 53.1499601,8.9343613 53.1499801,8.9342473 53.1498771,8.9339403 53.1495941,8.9338094 53.1493772,8.9337104 53.1493202,8.9334184 53.1491522,8.9330335 53.1489272,8.9328555 53.1488502,8.9327205 53.1487932,8.9325226 53.1488272,8.9322976 53.1490142,8.9320596 53.1490452,8.9319427 53.1489952,8.9318687 53.1488662,8.9317077 53.1486402,8.9312198 53.1479543,8.9310578 53.1477253,8.9309568 53.1476903,8.9275164 53.1465845,8.9241309 53.1455316,8.923608 53.1453566,8.9208464 53.1444297,8.9207344 53.1442727,8.9207984 53.1441317,8.9224347 53.1430911,8.9224602 53.1430068,8.9224732 53.1426669,8.9223142 53.1421059,8.9222782 53.142007,8.9220962 53.141866,8.9220073 53.141797,8.9216243 53.1415,8.9206214 53.1409279,8.9205315 53.1408431,8.9204336 53.1407674,8.9203033 53.1406462,8.9201247 53.1404796,8.9199397 53.1404131,8.9193967 53.1402105,8.9188551 53.1399785,8.9183365 53.1397417,8.9179907 53.1395829,8.9177294 53.1395112,8.9174479 53.1394548,8.917152 53.1393929,8.9168636 53.1393294,8.9167315 53.1392913,8.9169866 53.1391059,8.9174087 53.1387961,8.9177618 53.1385743,8.9179453 53.1383673,8.9179001 53.1382251,8.9176266 53.1379471,8.917292 53.1376246,8.9170806 53.1373966,8.9170284 53.1373399,8.9165358 53.1368894,8.9160447 53.1363993,8.9154857 53.1358555,8.9147605 53.13523,8.9144008 53.1349162,8.9141896 53.1347388,8.9140915 53.1345488,8.9135446 53.1338278,8.912919 53.1331095,8.9127078 53.132867,8.9125218 53.132554,8.9123058 53.132554,8.9118319 53.132615,8.9116799 53.132436,8.911482 53.132482,8.911218 53.132577,8.9106611 53.132661,8.9105601 53.132657,8.9099922 53.132638,8.9096533 53.132699,8.9091923 53.1328779,8.9091023 53.1329169,8.9089514 53.1329809,8.9088854 53.1331339,8.9088884 53.1331473,8.9089204 53.1332899,8.9089314 53.1335309,8.9087764 53.1337248,8.9086614 53.1338698,8.9081565 53.1341978,8.9080475 53.1344578,8.907951 53.1347744,8.9073445 53.1354152,8.9072516 53.1357436,8.9072176 53.1360866,8.9071076 53.1367275,8.9069916 53.1368535,8.9067067 53.1370745,8.9067167 53.1373724,8.9065557 53.1374174,8.9062967 53.1375744,8.9054639 53.1380813,8.9048709 53.1380743,8.90461 53.1381883,8.904346 53.1383413,8.904241 53.1384023,8.9041051 53.1384783,8.9031772 53.1384213,8.9031632 53.1385313,8.9029462 53.1385203,8.9028513 53.1381463,8.9026593 53.1379863,8.8995668 53.1356786,8.8990569 53.1352966,8.898518 53.1350528,8.8983865 53.1349526,8.8983814 53.1347274,8.8983194 53.1345058,8.8977931 53.1340308,8.8972402 53.1339958,8.8968082 53.1339308,8.894323 53.1339005,8.8901343 53.1338438,8.8895454 53.1337668,8.8881246 53.1333778,8.8863799 53.1329389,8.8861029 53.1329239,8.885426 53.1330458,8.8847816 53.133174,8.8841682 53.1333858,8.8831665 53.1334789,8.882485 53.1335049,8.8816727 53.133517,8.8802388 53.1334998,8.8795636 53.1335066,8.8760634 53.1334928,8.8743387 53.1333947,8.87225 53.1331068,8.8711072 53.1329278,8.8671378 53.1323019,8.8662894 53.1320864,8.8652405 53.1316426,8.8649487 53.1315412,8.8644113 53.131432,8.864051 53.1312361)))
Q307050	Östliche Vorstadt	MULTIPOLYGON(((8.8225265 53.0751269,8.8225441 53.0749868,8.822748 53.0742824,8.8229076 53.0738452,8.8231786 53.0731337,8.8232207 53.07296,8.8235231 53.0720617,8.823816 53.0712949,8.8239324 53.0709956,8.8240332 53.0707296,8.8243113 53.0700201,8.8245113 53.0695078,8.8251407 53.067834,8.828786 53.0677736,8.8309787 53.0675869,8.8338657 53.0665494,8.8353275 53.0654074,8.836698 53.0637879,8.8380775 53.0625471,8.8402794 53.0610537,8.8419422 53.0602575,8.8437603 53.0597579,8.8464218 53.0593248,8.8480635 53.0592819,8.849881 53.0593706,8.8501526 53.060069,8.8512509 53.0625959,8.8517109 53.0641271,8.8518028 53.0646103,8.8517597 53.0649723,8.8535072 53.0647186,8.854065 53.0660762,8.854563 53.0670635,8.8561137 53.0703208,8.8562209 53.0705197,8.8565882 53.0713274,8.8569408 53.0724667,8.85698 53.0726945,8.8568922 53.0735419,8.8540771 53.0747654,8.8543025 53.0750769,8.8546622 53.0757862,8.8454079 53.0771218,8.8396961 53.0779434,8.8390905 53.0780305,8.8379428 53.0781956,8.8275104 53.0797548,8.8262274 53.0792283,8.8251655 53.0787992,8.824281 53.0783963,8.8237668 53.078193,8.8237891 53.0772928,8.8237555 53.0772025,8.8236212 53.0769731,8.8234122 53.0766347,8.8225846 53.0752942,8.8225339 53.0752092,8.8225265 53.0751269)))
Q1588770	Hastedt	MULTIPOLYGON(((8.849881 53.0593706,8.8541162 53.0597967,8.8560148 53.0598739,8.8579848 53.0598653,8.8578278 53.059239,8.8609204 53.0588381,8.8608939 53.058758,8.8665072 53.0578663,8.8702427 53.0571634,8.8734892 53.0589876,8.8745891 53.0590652,8.8749924 53.0593329,8.8753274 53.0591953,8.8758076 53.059068,8.8763482 53.0589817,8.8767225 53.0589635,8.8775468 53.0590499,8.878526 53.0591362,8.8792557 53.0590635,8.8811008 53.0586749,8.8816188 53.0594657,8.8814559 53.0597445,8.8826493 53.0603054,8.8824997 53.0605156,8.8808356 53.0627409,8.882218 53.0634757,8.8830622 53.0631492,8.8831245 53.0631793,8.8833109 53.0633435,8.8830261 53.0634653,8.8827051 53.0639197,8.8818551 53.0643943,8.881386 53.0646482,8.8806023 53.0650677,8.8798788 53.0654962,8.8796616 53.0656433,8.8792262 53.0659473,8.8788472 53.0662819,8.8780689 53.0671324,8.8779988 53.0671983,8.8767108 53.0686471,8.8755468 53.069781,8.8753828 53.0698753,8.8748205 53.0703912,8.8740983 53.0709844,8.8734274 53.0714257,8.8728921 53.0717292,8.8722167 53.07216,8.8712143 53.0726233,8.8704581 53.0729434,8.8698534 53.0732056,8.8685445 53.0736076,8.8676304 53.0738817,8.8664245 53.0741648,8.8656748 53.0743133,8.86414 53.0745314,8.8617111 53.0748822,8.8608754 53.0749221,8.8576127 53.0753866,8.8546622 53.0757862,8.8543025 53.0750769,8.8540771 53.0747654,8.8568922 53.0735419,8.85698 53.0726945,8.8569408 53.0724667,8.8565882 53.0713274,8.8562209 53.0705197,8.8561137 53.0703208,8.854563 53.0670635,8.854065 53.0660762,8.8535072 53.0647186,8.8517597 53.0649723,8.8518028 53.0646103,8.8517109 53.0641271,8.8512509 53.0625959,8.8501526 53.060069,8.849881 53.0593706)))
Q2507385	Vahr	MULTIPOLYGON(((8.8540943 53.0823696,8.8575554 53.0806211,8.8602064 53.0792488,8.8605455 53.0790749,8.860237 53.0788995,8.8589688 53.0781838,8.8577019 53.0774353,8.8575968 53.0773848,8.8564332 53.0768983,8.8550931 53.0764047,8.8553947 53.0762561,8.8578139 53.0759162,8.8576127 53.0753866,8.8608754 53.0749221,8.8617111 53.0748822,8.86414 53.0745314,8.8656748 53.0743133,8.8664245 53.0741648,8.8676304 53.0738817,8.8685445 53.0736076,8.8698534 53.0732056,8.8704581 53.0729434,8.8712143 53.0726233,8.8722167 53.07216,8.8728921 53.0717292,8.8734274 53.0714257,8.8740983 53.0709844,8.8748205 53.0703912,8.8753828 53.0698753,8.8755468 53.069781,8.8767108 53.0686471,8.8779988 53.0671983,8.8780689 53.0671324,8.8788472 53.0662819,8.8792262 53.0659473,8.8796616 53.0656433,8.8802792 53.066251,8.880336 53.0663152,8.8806125 53.0664863,8.8808973 53.0666499,8.8813705 53.0668388,8.8819493 53.0671946,8.8829313 53.0677945,8.8842651 53.0686443,8.8847652 53.0689365,8.8857864 53.0695685,8.8859477 53.0695293,8.8862736 53.06984,8.8849619 53.071476,8.8851672 53.0721447,8.881972 53.075428,8.8824878 53.075419,8.885267 53.0756604,8.8930691 53.0755746,8.8934005 53.0755417,8.896993 53.0755021,8.9014522 53.0754893,8.9016081 53.075489,8.9099333 53.0754721,8.9140571 53.0754637,8.9136001 53.0760799,8.9122984 53.0776116,8.9116535 53.0783773,8.9116216 53.0784487,8.91147 53.0786218,8.9110819 53.0791245,8.9106487 53.0795984,8.9105839 53.0796865,8.9105303 53.0797465,8.9100213 53.0800435,8.9099677 53.0800815,8.9098094 53.0801064,8.9090665 53.0801415,8.9085696 53.0801766,8.9083894 53.0802249,8.9080508 53.0803888,8.9073421 53.080873,8.9068476 53.0812081,8.9063654 53.0813573,8.9061569 53.0814649,8.9058451 53.0816344,8.9057532 53.0817486,8.9056612 53.0820487,8.9063235 53.082057,8.9074965 53.0821537,8.9068973 53.0824647,8.9049768 53.0836804,8.9019179 53.085611,8.8997486 53.0870152,8.8989721 53.0870057,8.8798243 53.0869239,8.8771867 53.0869126,8.8773222 53.0856288,8.8778113 53.0856398,8.8778979 53.0838355,8.8778108 53.0823905,8.875703 53.0822514,8.8745365 53.0822069,8.8699802 53.082033,8.8656694 53.0821679,8.8603483 53.0825039,8.8582452 53.0825902,8.857113 53.0825923,8.855753 53.0825502,8.8547225 53.0824618,8.8540943 53.0823696)))
Q897322	Schwachhausen	MULTIPOLYGON(((8.8276051 53.0829804,8.8284483 53.0825914,8.8306288 53.0815332,8.8315655 53.0811434,8.8318785 53.0812351,8.8352859 53.0821099,8.8362043 53.0823711,8.8383987 53.0826667,8.8415515 53.0830774,8.8448255 53.0841077,8.8474108 53.0849213,8.8479256 53.0850496,8.8483687 53.0851035,8.8491213 53.085131,8.8500347 53.0851494,8.8495377 53.0859027,8.8492441 53.0861783,8.8489724 53.086304,8.8448649 53.0878296,8.8427653 53.0885835,8.8424311 53.0886892,8.8422828 53.0886247,8.8420486 53.0885348,8.8409506 53.0882118,8.838115 53.0874946,8.8361907 53.0870289,8.8341564 53.0865259,8.8334824 53.0863592,8.833972 53.0858119,8.8343116 53.0854856,8.8352603 53.0844977,8.8276051 53.0829804)))
Q882765	Strom	MULTIPOLYGON(((8.6648715 53.0956124,8.6649015 53.0950934,8.6649715 53.0945745,8.6649955 53.0944645,8.6651074 53.0941896,8.6654464 53.0933546,8.6659483 53.0925037,8.6661953 53.0920958,8.6665183 53.0916568,8.6672191 53.0909509,8.6677301 53.09052,8.6688079 53.0898101,8.6692099 53.0896011,8.6694128 53.0894821,8.6698788 53.0892531,8.6710146 53.0886732,8.6716135 53.0883642,8.6729263 53.0876853,8.6731363 53.0875673,8.6733712 53.0874413,8.6742831 53.0865374,8.674607 53.0862245,8.674927 53.0865714,8.6753309 53.0864455,8.6756609 53.0863925,8.6774466 53.0862095,8.6781695 53.0861335,8.6793363 53.0861135,8.68129 53.0860835,8.681575 53.0859345,8.6825948 53.0858965,8.6828808 53.0858925,8.6835397 53.0859305,8.6844175 53.0859995,8.6857803 53.0860035,8.6870091 53.0859195,8.6874421 53.0858466,8.6879114 53.0857967,8.6889988 53.0855646,8.6909295 53.0852286,8.6922803 53.0848857,8.6925783 53.0848287,8.6928662 53.0847557,8.694113 53.0845237,8.6955548 53.0842488,8.6961447 53.0841188,8.6966107 53.0840158,8.6979085 53.0837258,8.6996302 53.0831459,8.7004301 53.0828939,8.700825 53.0829359,8.7029797 53.081945,8.7039155 53.0815131,8.7038486 53.0814451,8.7036176 53.0813111,8.7033116 53.0812651,8.7030437 53.0813191,8.7026997 53.0815361,8.7023998 53.0816011,8.7015129 53.0815781,8.7016269 53.0809182,8.7019768 53.0808462,8.7027547 53.0806592,8.7032717 53.0805672,8.7037406 53.0802052,8.7041535 53.0799263,8.7045875 53.0797853,8.7047434 53.0793963,8.704722 53.0790973,8.7047054 53.0788664,8.7050254 53.0785874,8.7052564 53.0784044,8.7055733 53.0781185,8.7061312 53.0778515,8.7064182 53.0775195,8.7065902 53.0771766,8.7064022 53.0769246,8.7061572 53.0761467,8.707845 53.0759627,8.7088548 53.0759137,8.7088558 53.0752878,8.7088798 53.0748759,8.7090028 53.0748679,8.7091138 53.0748799,8.7091768 53.0745899,8.7093648 53.0740409,8.7097687 53.0726561,8.7098737 53.0722701,8.7099089 53.0721092,8.7231153 53.0728296,8.7232622 53.0728806,8.723187 53.0731632,8.7231023 53.0732649,8.7224627 53.0735022,8.722237 53.0737113,8.7224439 53.0739147,8.7226885 53.0740899,8.7229988 53.0745928,8.7233563 53.0748866,8.725292 53.0741116,8.7279753 53.0737212,8.7307445 53.073459,8.7362175 53.0729263,8.7471695 53.0719305,8.7513621 53.0715135,8.753292 53.0713187,8.7536598 53.0712822,8.7540477 53.0711277,8.7535446 53.0715246,8.7534994 53.0717495,8.753351 53.0718646,8.7533553 53.0719719,8.7534736 53.0721309,8.7535855 53.0722188,8.7536952 53.0723028,8.7538717 53.072564,8.7540008 53.0726958,8.7538566 53.0729117,8.7538695 53.073032,8.753904 53.0731276,8.7540201 53.0732013,8.7537211 53.0737637,8.7540804 53.0736822,8.7547022 53.0741528,8.7537964 53.0744824,8.7535876 53.0745936,8.7531293 53.0745561,8.7522084 53.0744242,8.7514553 53.0744126,8.7511885 53.0744501,8.7503859 53.0745432,8.7494822 53.0746259,8.7485354 53.0747138,8.747735 53.0748741,8.7473046 53.0749271,8.7467366 53.0749103,8.7463277 53.0749426,8.7444407 53.0754325,8.7433485 53.0756826,8.7429002 53.075601,8.7420689 53.0776775,8.7418202 53.0791475,8.741781 53.0798393,8.738745 53.0787151,8.7380645 53.0785108,8.7359314 53.0784557,8.735264 53.0784872,8.7343005 53.0797569,8.7342721 53.0797943,8.7335937 53.0801414,8.7336245 53.0803553,8.7320443 53.0807904,8.7215387 53.0842178,8.7170388 53.0875892,8.7166873 53.0877044,8.7166234 53.090429,8.7155691 53.0913116,8.7158886 53.0913883,8.7114797 53.0977578,8.7030674 53.0921163,8.693842 53.0953213,8.6936116 53.0953386,8.6870795 53.0974909,8.6780934 53.1004688,8.6769224 53.1007492,8.6758 53.1009805,8.6748394 53.10106,8.673947 53.1011718,8.6717508 53.1022266,8.6714864 53.1023473,8.6714477 53.1024801,8.6711817 53.1026807,8.6709493 53.1027688,8.6702707 53.1030296,8.669879 53.1027205,8.6704666 53.1024566,8.6702856 53.1022347,8.6701496 53.1020667,8.6693867 53.1011058,8.6691478 53.1008048,8.6687058 53.0998129,8.6681765 53.0995023,8.667905 53.099343,8.6668881 53.098752,8.6661773 53.0980961,8.6664202 53.0979781,8.6662602 53.0974432,8.6658583 53.0960893,8.6652604 53.0957954,8.6648715 53.0956124)))
Q885348	Woltmershausen	MULTIPOLYGON(((8.7386313 53.1088687,8.7397558 53.1079604,8.7412894 53.1078867,8.7428843 53.1063646,8.747016 53.102143,8.7478032 53.1014039,8.7483811 53.1008507,8.7487664 53.100363,8.7488836 53.1001417,8.749026 53.0997495,8.7490344 53.0992868,8.748892 53.098799,8.7484733 53.0982509,8.7480377 53.0978687,8.7475352 53.0976122,8.7457764 53.0967724,8.7448217 53.0964103,8.7443192 53.0961186,8.7436827 53.0955705,8.7433477 53.0950575,8.7430545 53.0939661,8.7432723 53.0931011,8.7434314 53.0922964,8.7445788 53.0912754,8.7467982 53.0894445,8.7480629 53.0882072,8.7498552 53.0867484,8.7521318 53.0849128,8.7555822 53.0821959,8.7559427 53.0817577,8.7562431 53.0808812,8.7563197 53.0801144,8.7563721 53.0791239,8.7563067 53.0785029,8.7557832 53.0781334,8.7552467 53.0779683,8.7547494 53.0778583,8.7433485 53.0756826,8.7444407 53.0754325,8.7463277 53.0749426,8.7467366 53.0749103,8.7473046 53.0749271,8.747735 53.0748741,8.7485354 53.0747138,8.7494822 53.0746259,8.7503859 53.0745432,8.7511885 53.0744501,8.7514553 53.0744126,8.7522084 53.0744242,8.7531293 53.0745561,8.7535876 53.0745936,8.7537964 53.0744824,8.7547022 53.0741528,8.7540804 53.0736822,8.7537211 53.0737637,8.7540201 53.0732013,8.753904 53.0731276,8.7538695 53.073032,8.7538566 53.0729117,8.7540008 53.0726958,8.7538717 53.072564,8.7536952 53.0723028,8.7535855 53.0722188,8.7534736 53.0721309,8.7533553 53.0719719,8.753351 53.0718646,8.7534994 53.0717495,8.7535446 53.0715246,8.7540477 53.0711277,8.7543914 53.0709514,8.7545702 53.0707231,8.7547411 53.0703416,8.7547712 53.0700952,8.7552716 53.0699781,8.7555651 53.0698453,8.7558866 53.0695168,8.7562002 53.0693465,8.7572151 53.0692391,8.7578864 53.0693634,8.7598398 53.0693598,8.7605111 53.0692813,8.7611432 53.0689644,8.7618737 53.0685966,8.76234 53.0683382,8.7630038 53.0678185,8.7641005 53.0670337,8.7685983 53.0682434,8.7722967 53.0692387,8.7759177 53.0701474,8.7769893 53.0704399,8.7793477 53.0713104,8.7803028 53.0718283,8.7814736 53.0724245,8.7826811 53.0731567,8.7843423 53.0744745,8.7848102 53.0748212,8.7850438 53.0751263,8.7849243 53.0751804,8.7840182 53.0756254,8.7830782 53.0764073,8.7826379 53.0767878,8.7820377 53.0773797,8.781789 53.0776125,8.7814899 53.0778669,8.7811332 53.0780165,8.7802695 53.0783356,8.7789524 53.0787574,8.7779512 53.0790866,8.7775072 53.0791815,8.7770707 53.0792785,8.7767233 53.0794024,8.77614 53.079639,8.7754735 53.0798986,8.7754453 53.0801255,8.7753617 53.0803978,8.7752149 53.0807939,8.7740446 53.0813763,8.7733685 53.081691,8.7722985 53.081961,8.771574 53.0821463,8.7706129 53.0824758,8.7701322 53.0827482,8.76869 53.0836362,8.7684179 53.0838378,8.7680858 53.0841015,8.7678329 53.0843009,8.7671571 53.0848784,8.7663907 53.0856547,8.7660415 53.0859979,8.7659054 53.086194,8.7655974 53.0866657,8.7656417 53.0869689,8.7659783 53.0871817,8.7662351 53.0872935,8.7675905 53.0875511,8.7659566 53.0891755,8.7628255 53.0926143,8.7588234 53.095772,8.7462294 53.105816,8.7435582 53.108491,8.7415004 53.1102882,8.7399422 53.1095353,8.7386313 53.1088687)))
